[chain] 2026-07-10 16:04:40 START  original :: Qwen/Qwen2.5-Coder-7B-Instruct
Loaded 400 pairs from gcj_java_clones/pairs.csv × 5 round(s) = 2000 total (2000 already done, 0 remaining)
All rounds already completed. Nothing to do.
[chain] 2026-07-10 16:04:40 OK     original :: Qwen/Qwen2.5-Coder-7B-Instruct
[chain] 2026-07-10 16:04:40 START  qwen :: Qwen/Qwen2.5-Coder-7B-Instruct-GGUF::qwen2.5-coder-7b-instruct-q2_k.gguf
Loaded 400 pairs from gcj_java_clones/pairs.csv × 5 round(s) = 2000 total (52 already done, 1948 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (16384) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'qwen' loaded. Starting inference...
--- Round 1/5 (52 done, 348 remaining) ---
[53/2000] 2026-07-10 16:04:47 | R1 | 2014_0_3/108079 vs 2014_0_3/22792 → CLONE
[118/2000] 2026-07-10 16:05:41 | R1 | 2015_0_4/79014 vs 2015_0_4/21673 → CLONE
[119/2000] 2026-07-10 16:05:42 | R1 | 2015_0_4/79014 vs 2015_0_4/77477 → CLONE
[120/2000] 2026-07-10 16:05:43 | R1 | 2015_0_4/21673 vs 2015_0_4/77477 → CLONE
[121/2000] 2026-07-10 16:05:44 | R1 | 2015_1_1/127730 vs 2015_1_1/114491 → CLONE
[122/2000] 2026-07-10 16:05:44 | R1 | 2015_1_1/127730 vs 2015_1_1/125935 → CLONE
[123/2000] 2026-07-10 16:05:45 | R1 | 2015_1_1/127730 vs 2015_1_1/124925 → CLONE
[124/2000] 2026-07-10 16:05:46 | R1 | 2015_1_1/127730 vs 2015_1_1/115055 → CLONE
[125/2000] 2026-07-10 16:05:47 | R1 | 2015_1_1/114491 vs 2015_1_1/125935 → CLONE
[126/2000] 2026-07-10 16:05:47 | R1 | 2015_1_1/114491 vs 2015_1_1/124925 → CLONE
[127/2000] 2026-07-10 16:05:48 | R1 | 2015_1_1/114491 vs 2015_1_1/115055 → CLONE
[128/2000] 2026-07-10 16:05:49 | R1 | 2015_1_1/125935 vs 2015_1_1/124925 → CLONE
[129/2000] 2026-07-10 16:05:49 | R1 | 2015_1_1/125935 vs 2015_1_1/115055 → CLONE
[130/2000] 2026-07-10 16:05:50 | R1 | 2015_1_1/124925 vs 2015_1_1/115055 → CLONE
[131/2000] 2026-07-10 16:05:51 | R1 | 2016_0_1/60475 vs 2016_0_1/69477 → CLONE
[132/2000] 2026-07-10 16:05:51 | R1 | 2016_0_1/60475 vs 2016_0_1/123558 → CLONE
[133/2000] 2026-07-10 16:05:52 | R1 | 2016_0_1/60475 vs 2016_0_1/55901 → CLONE
[134/2000] 2026-07-10 16:05:53 | R1 | 2016_0_1/60475 vs 2016_0_1/72044 → CLONE
[135/2000] 2026-07-10 16:05:54 | R1 | 2016_0_1/69477 vs 2016_0_1/123558 → CLONE
[136/2000] 2026-07-10 16:05:55 | R1 | 2016_0_1/69477 vs 2016_0_1/55901 → CLONE
[137/2000] 2026-07-10 16:05:55 | R1 | 2016_0_1/69477 vs 2016_0_1/72044 → CLONE
[138/2000] 2026-07-10 16:05:56 | R1 | 2016_0_1/123558 vs 2016_0_1/55901 → CLONE
[139/2000] 2026-07-10 16:05:57 | R1 | 2016_0_1/123558 vs 2016_0_1/72044 → CLONE
[140/2000] 2026-07-10 16:05:58 | R1 | 2016_0_1/55901 vs 2016_0_1/72044 → CLONE
[141/2000] 2026-07-10 16:05:59 | R1 | 2016_0_2/68074 vs 2016_0_2/150691 → CLONE
[142/2000] 2026-07-10 16:05:59 | R1 | 2016_0_2/68074 vs 2016_0_2/125812 → CLONE
[143/2000] 2026-07-10 16:06:00 | R1 | 2016_0_2/68074 vs 2016_0_2/88861 → CLONE
[144/2000] 2026-07-10 16:06:01 | R1 | 2016_0_2/68074 vs 2016_0_2/162423 → CLONE
[145/2000] 2026-07-10 16:06:02 | R1 | 2016_0_2/150691 vs 2016_0_2/125812 → CLONE
[146/2000] 2026-07-10 16:06:02 | R1 | 2016_0_2/150691 vs 2016_0_2/88861 → CLONE
[147/2000] 2026-07-10 16:06:03 | R1 | 2016_0_2/150691 vs 2016_0_2/162423 → CLONE
[148/2000] 2026-07-10 16:06:04 | R1 | 2016_0_2/125812 vs 2016_0_2/88861 → CLONE
[149/2000] 2026-07-10 16:06:04 | R1 | 2016_0_2/125812 vs 2016_0_2/162423 → CLONE
[150/2000] 2026-07-10 16:06:05 | R1 | 2016_0_2/88861 vs 2016_0_2/162423 → CLONE
[151/2000] 2026-07-10 16:06:06 | R1 | 2016_0_4/100472 vs 2016_0_4/129913 → CLONE
[152/2000] 2026-07-10 16:06:06 | R1 | 2016_0_4/100472 vs 2016_0_4/58218 → CLONE
[153/2000] 2026-07-10 16:06:07 | R1 | 2016_0_4/100472 vs 2016_0_4/63729 → CLONE
[154/2000] 2026-07-10 16:06:08 | R1 | 2016_0_4/100472 vs 2016_0_4/138317 → CLONE
[155/2000] 2026-07-10 16:06:09 | R1 | 2016_0_4/129913 vs 2016_0_4/58218 → CLONE
[156/2000] 2026-07-10 16:06:09 | R1 | 2016_0_4/129913 vs 2016_0_4/63729 → CLONE
[157/2000] 2026-07-10 16:06:10 | R1 | 2016_0_4/129913 vs 2016_0_4/138317 → CLONE
[158/2000] 2026-07-10 16:06:11 | R1 | 2016_0_4/58218 vs 2016_0_4/63729 → CLONE
[159/2000] 2026-07-10 16:06:11 | R1 | 2016_0_4/58218 vs 2016_0_4/138317 → CLONE
[160/2000] 2026-07-10 16:06:12 | R1 | 2016_0_4/63729 vs 2016_0_4/138317 → CLONE
[161/2000] 2026-07-10 16:06:13 | R1 | 2016_1_1/1153 vs 2016_1_1/14479 → CLONE
[162/2000] 2026-07-10 16:06:14 | R1 | 2016_1_1/1153 vs 2016_1_1/8299 → CLONE
[163/2000] 2026-07-10 16:06:14 | R1 | 2016_1_1/1153 vs 2016_1_1/29796 → CLONE
[164/2000] 2026-07-10 16:06:15 | R1 | 2016_1_1/1153 vs 2016_1_1/2003 → CLONE
[165/2000] 2026-07-10 16:06:16 | R1 | 2016_1_1/14479 vs 2016_1_1/8299 → CLONE
[166/2000] 2026-07-10 16:06:16 | R1 | 2016_1_1/14479 vs 2016_1_1/29796 → CLONE
[167/2000] 2026-07-10 16:06:17 | R1 | 2016_1_1/14479 vs 2016_1_1/2003 → CLONE
[168/2000] 2026-07-10 16:06:17 | R1 | 2016_1_1/8299 vs 2016_1_1/29796 → CLONE
[169/2000] 2026-07-10 16:06:18 | R1 | 2016_1_1/8299 vs 2016_1_1/2003 → CLONE
[170/2000] 2026-07-10 16:06:19 | R1 | 2016_1_1/29796 vs 2016_1_1/2003 → CLONE
[171/2000] 2026-07-10 16:06:19 | R1 | 2016_1_2/8152 vs 2016_1_2/31984 → CLONE
[172/2000] 2026-07-10 16:06:20 | R1 | 2016_1_2/8152 vs 2016_1_2/20611 → CLONE
[173/2000] 2026-07-10 16:06:22 | R1 | 2016_1_2/8152 vs 2016_1_2/19093 → CLONE
[174/2000] 2026-07-10 16:06:22 | R1 | 2016_1_2/8152 vs 2016_1_2/30007 → CLONE
[175/2000] 2026-07-10 16:06:23 | R1 | 2016_1_2/31984 vs 2016_1_2/20611 → CLONE
[176/2000] 2026-07-10 16:06:24 | R1 | 2016_1_2/31984 vs 2016_1_2/19093 → CLONE
[177/2000] 2026-07-10 16:06:25 | R1 | 2016_1_2/31984 vs 2016_1_2/30007 → CLONE
[178/2000] 2026-07-10 16:06:27 | R1 | 2016_1_2/20611 vs 2016_1_2/19093 → CLONE
[179/2000] 2026-07-10 16:06:28 | R1 | 2016_1_2/20611 vs 2016_1_2/30007 → CLONE
[180/2000] 2026-07-10 16:06:29 | R1 | 2016_1_2/19093 vs 2016_1_2/30007 → CLONE
[181/2000] 2026-07-10 16:06:30 | R1 | 2016_2_1/197689 vs 2016_2_1/192495 → CLONE
[182/2000] 2026-07-10 16:06:31 | R1 | 2016_2_1/197689 vs 2016_2_1/187476 → CLONE
[183/2000] 2026-07-10 16:06:32 | R1 | 2016_2_1/197689 vs 2016_2_1/193269 → CLONE
[184/2000] 2026-07-10 16:06:32 | R1 | 2016_2_1/197689 vs 2016_2_1/184367 → CLONE
[185/2000] 2026-07-10 16:06:33 | R1 | 2016_2_1/192495 vs 2016_2_1/187476 → CLONE
[186/2000] 2026-07-10 16:06:34 | R1 | 2016_2_1/192495 vs 2016_2_1/193269 → CLONE
[187/2000] 2026-07-10 16:06:35 | R1 | 2016_2_1/192495 vs 2016_2_1/184367 → CLONE
[188/2000] 2026-07-10 16:06:36 | R1 | 2016_2_1/187476 vs 2016_2_1/193269 → CLONE
[189/2000] 2026-07-10 16:06:36 | R1 | 2016_2_1/187476 vs 2016_2_1/184367 → CLONE
[190/2000] 2026-07-10 16:06:37 | R1 | 2016_2_1/193269 vs 2016_2_1/184367 → CLONE
[191/2000] 2026-07-10 16:06:38 | R1 | 2016_3_1/205670 vs 2016_3_1/211583 → CLONE
[192/2000] 2026-07-10 16:06:39 | R1 | 2016_3_1/205670 vs 2016_3_1/210871 → CLONE
[193/2000] 2026-07-10 16:06:39 | R1 | 2016_3_1/205670 vs 2016_3_1/218815 → CLONE
[194/2000] 2026-07-10 16:06:40 | R1 | 2016_3_1/205670 vs 2016_3_1/207727 → CLONE
[195/2000] 2026-07-10 16:06:41 | R1 | 2016_3_1/211583 vs 2016_3_1/210871 → CLONE
[196/2000] 2026-07-10 16:06:42 | R1 | 2016_3_1/211583 vs 2016_3_1/218815 → CLONE
[197/2000] 2026-07-10 16:06:42 | R1 | 2016_3_1/211583 vs 2016_3_1/207727 → CLONE
[198/2000] 2026-07-10 16:06:43 | R1 | 2016_3_1/210871 vs 2016_3_1/218815 → CLONE
[199/2000] 2026-07-10 16:06:44 | R1 | 2016_3_1/210871 vs 2016_3_1/207727 → CLONE
[200/2000] 2026-07-10 16:06:45 | R1 | 2016_3_1/218815 vs 2016_3_1/207727 → CLONE
[201/2000] 2026-07-10 16:06:45 | R1 | 2013_0_1/84294 vs 2016_3_1/218815 → NON-CLONE
[202/2000] 2026-07-10 16:06:46 | R1 | 2013_0_1/84294 vs 2015_1_1/124925 → NON-CLONE
[203/2000] 2026-07-10 16:06:47 | R1 | 2013_0_1/84294 vs 2016_0_2/88861 → NON-CLONE
[204/2000] 2026-07-10 16:06:47 | R1 | 2013_0_1/84294 vs 2014_0_2/107403 → NON-CLONE
[205/2000] 2026-07-10 16:06:48 | R1 | 2013_0_1/58633 vs 2015_0_3/62582 → NON-CLONE
[206/2000] 2026-07-10 16:06:49 | R1 | 2013_0_1/58633 vs 2013_1_1/35305 → NON-CLONE
[207/2000] 2026-07-10 16:06:49 | R1 | 2013_0_1/58633 vs 2016_0_4/100472 → NON-CLONE
[208/2000] 2026-07-10 16:06:50 | R1 | 2013_0_1/124149 vs 2015_0_1/68106 → NON-CLONE
[209/2000] 2026-07-10 16:06:51 | R1 | 2013_0_1/124149 vs 2016_1_2/8152 → NON-CLONE
[210/2000] 2026-07-10 16:06:51 | R1 | 2013_0_1/88116 vs 2016_1_1/2003 → NON-CLONE
[211/2000] 2026-07-10 16:06:52 | R1 | 2013_0_2/95524 vs 2015_0_3/88073 → NON-CLONE
[212/2000] 2026-07-10 16:06:53 | R1 | 2013_0_2/95524 vs 2016_0_4/63729 → NON-CLONE
[213/2000] 2026-07-10 16:06:53 | R1 | 2013_0_2/95524 vs 2014_0_3/71973 → NON-CLONE
[214/2000] 2026-07-10 16:06:54 | R1 | 2013_0_2/95524 vs 2016_3_1/205670 → NON-CLONE
[215/2000] 2026-07-10 16:06:55 | R1 | 2013_0_2/44471 vs 2013_0_3/118052 → NON-CLONE
[216/2000] 2026-07-10 16:06:56 | R1 | 2013_0_2/44471 vs 2013_0_3/55548 → NON-CLONE
[217/2000] 2026-07-10 16:06:56 | R1 | 2013_0_2/44471 vs 2016_1_2/30007 → NON-CLONE
[218/2000] 2026-07-10 16:06:57 | R1 | 2013_0_2/55421 vs 2014_2_1/125050 → NON-CLONE
[219/2000] 2026-07-10 16:06:58 | R1 | 2013_0_2/55421 vs 2015_0_1/68106 → NON-CLONE
[220/2000] 2026-07-10 16:06:59 | R1 | 2013_0_2/90919 vs 2013_1_1/35305 → NON-CLONE
[221/2000] 2026-07-10 16:06:59 | R1 | 2013_0_3/55548 vs 2014_2_1/125050 → NON-CLONE
[222/2000] 2026-07-10 16:07:00 | R1 | 2013_0_3/55548 vs 2013_1_1/30610 → NON-CLONE
[223/2000] 2026-07-10 16:07:01 | R1 | 2013_0_3/55548 vs 2015_0_3/62582 → NON-CLONE
[224/2000] 2026-07-10 16:07:02 | R1 | 2013_0_3/55548 vs 2015_0_1/79967 → NON-CLONE
[225/2000] 2026-07-10 16:07:02 | R1 | 2013_0_3/94901 vs 2015_1_1/124925 → NON-CLONE
[226/2000] 2026-07-10 16:07:03 | R1 | 2013_0_3/94901 vs 2016_1_2/31984 → NON-CLONE
[227/2000] 2026-07-10 16:07:04 | R1 | 2013_0_3/94901 vs 2015_0_3/88073 → NON-CLONE
[228/2000] 2026-07-10 16:07:05 | R1 | 2013_0_3/78294 vs 2014_0_3/108079 → NON-CLONE
[229/2000] 2026-07-10 16:07:05 | R1 | 2013_0_3/78294 vs 2015_0_3/21597 → NON-CLONE
[230/2000] 2026-07-10 16:07:06 | R1 | 2013_0_3/118052 vs 2015_0_3/74464 → NON-CLONE
[231/2000] 2026-07-10 16:07:07 | R1 | 2013_1_1/35305 vs 2014_2_1/115332 → NON-CLONE
[232/2000] 2026-07-10 16:07:08 | R1 | 2013_1_1/35305 vs 2016_2_1/197689 → NON-CLONE
[233/2000] 2026-07-10 16:07:09 | R1 | 2013_1_1/35305 vs 2014_3_1/138529 → NON-CLONE
[234/2000] 2026-07-10 16:07:09 | R1 | 2013_1_1/35305 vs 2016_2_1/184367 → NON-CLONE
[235/2000] 2026-07-10 16:07:10 | R1 | 2013_1_1/30788 vs 2016_2_1/187476 → NON-CLONE
[236/2000] 2026-07-10 16:07:11 | R1 | 2013_1_1/30788 vs 2016_1_2/20611 → NON-CLONE
[237/2000] 2026-07-10 16:07:11 | R1 | 2013_1_1/30788 vs 2013_0_2/114653 → NON-CLONE
[238/2000] 2026-07-10 16:07:12 | R1 | 2013_1_1/30610 vs 2016_1_1/8299 → NON-CLONE
[239/2000] 2026-07-10 16:07:13 | R1 | 2013_1_1/30610 vs 2016_1_2/31984 → NON-CLONE
[240/2000] 2026-07-10 16:07:14 | R1 | 2013_1_1/30305 vs 2014_0_3/27551 → NON-CLONE
[241/2000] 2026-07-10 16:07:14 | R1 | 2014_0_2/107403 vs 2016_0_2/88861 → NON-CLONE
[242/2000] 2026-07-10 16:07:15 | R1 | 2014_0_2/107403 vs 2016_3_1/218815 → NON-CLONE
[243/2000] 2026-07-10 16:07:15 | R1 | 2014_0_2/107403 vs 2014_3_1/137264 → NON-CLONE
[244/2000] 2026-07-10 16:07:16 | R1 | 2014_0_2/107403 vs 2014_0_3/108079 → NON-CLONE
[245/2000] 2026-07-10 16:07:17 | R1 | 2014_0_2/81302 vs 2015_1_1/115055 → NON-CLONE
[246/2000] 2026-07-10 16:07:18 | R1 | 2014_0_2/81302 vs 2015_0_3/62582 → NON-CLONE
[247/2000] 2026-07-10 16:07:19 | R1 | 2014_0_2/81302 vs 2014_3_1/138529 → NON-CLONE
[248/2000] 2026-07-10 16:07:19 | R1 | 2014_0_2/27351 vs 2016_1_2/31984 → NON-CLONE
[249/2000] 2026-07-10 16:07:20 | R1 | 2014_0_2/27351 vs 2016_2_1/193269 → NON-CLONE
[250/2000] 2026-07-10 16:07:20 | R1 | 2014_0_2/41018 vs 2016_0_4/129913 → NON-CLONE
[251/2000] 2026-07-10 16:07:22 | R1 | 2014_0_3/108079 vs 2014_2_1/126555 → NON-CLONE
[252/2000] 2026-07-10 16:07:22 | R1 | 2014_0_3/108079 vs 2016_2_1/187476 → NON-CLONE
[253/2000] 2026-07-10 16:07:23 | R1 | 2014_0_3/108079 vs 2015_0_2/32722 → NON-CLONE
[254/2000] 2026-07-10 16:07:23 | R1 | 2014_0_3/108079 vs 2013_0_2/55421 → NON-CLONE
[255/2000] 2026-07-10 16:07:24 | R1 | 2014_0_3/27551 vs 2014_2_1/125050 → NON-CLONE
[256/2000] 2026-07-10 16:07:25 | R1 | 2014_0_3/27551 vs 2013_0_1/124226 → NON-CLONE
[257/2000] 2026-07-10 16:07:26 | R1 | 2014_0_3/27551 vs 2015_0_2/34257 → NON-CLONE
[258/2000] 2026-07-10 16:07:27 | R1 | 2014_0_3/99421 vs 2015_0_4/96734 → NON-CLONE
[259/2000] 2026-07-10 16:07:28 | R1 | 2014_0_3/99421 vs 2014_3_1/138529 → NON-CLONE
[260/2000] 2026-07-10 16:07:29 | R1 | 2014_0_3/22792 vs 2013_0_2/90919 → NON-CLONE
[261/2000] 2026-07-10 16:07:31 | R1 | 2014_2_1/124976 vs 2014_0_3/99421 → NON-CLONE
[262/2000] 2026-07-10 16:07:31 | R1 | 2014_2_1/124976 vs 2016_0_4/58218 → NON-CLONE
[263/2000] 2026-07-10 16:07:32 | R1 | 2014_2_1/124976 vs 2016_3_1/211583 → NON-CLONE
[264/2000] 2026-07-10 16:07:33 | R1 | 2014_2_1/124976 vs 2015_0_2/34257 → NON-CLONE
[265/2000] 2026-07-10 16:07:34 | R1 | 2014_2_1/115332 vs 2014_0_3/99421 → NON-CLONE
[266/2000] 2026-07-10 16:07:35 | R1 | 2014_2_1/115332 vs 2016_1_2/19093 → NON-CLONE
[267/2000] 2026-07-10 16:07:36 | R1 | 2014_2_1/115332 vs 2016_0_1/55901 → NON-CLONE
[268/2000] 2026-07-10 16:07:37 | R1 | 2014_2_1/119554 vs 2015_0_4/107149 → NON-CLONE
[269/2000] 2026-07-10 16:07:37 | R1 | 2014_2_1/119554 vs 2016_1_2/20611 → NON-CLONE
[270/2000] 2026-07-10 16:07:38 | R1 | 2014_2_1/126555 vs 2015_1_1/124925 → NON-CLONE
[271/2000] 2026-07-10 16:07:40 | R1 | 2014_3_1/141827 vs 2013_1_1/30305 → NON-CLONE
[272/2000] 2026-07-10 16:07:40 | R1 | 2014_3_1/141827 vs 2014_2_1/126555 → NON-CLONE
[273/2000] 2026-07-10 16:07:41 | R1 | 2014_3_1/141827 vs 2013_1_1/30610 → NON-CLONE
[274/2000] 2026-07-10 16:07:42 | R1 | 2014_3_1/141827 vs 2014_2_1/115332 → NON-CLONE
[275/2000] 2026-07-10 16:07:42 | R1 | 2014_3_1/137264 vs 2016_0_4/129913 → NON-CLONE
[276/2000] 2026-07-10 16:07:43 | R1 | 2014_3_1/137264 vs 2016_0_2/88861 → NON-CLONE
[277/2000] 2026-07-10 16:07:44 | R1 | 2014_3_1/137264 vs 2014_2_1/126555 → NON-CLONE
[278/2000] 2026-07-10 16:07:44 | R1 | 2014_3_1/138894 vs 2016_0_4/138317 → NON-CLONE
[279/2000] 2026-07-10 16:07:45 | R1 | 2014_3_1/138894 vs 2015_0_4/77477 → NON-CLONE
[280/2000] 2026-07-10 16:07:45 | R1 | 2014_3_1/136615 vs 2016_0_4/138317 → NON-CLONE
[281/2000] 2026-07-10 16:07:46 | R1 | 2015_0_1/79967 vs 2015_0_4/96734 → NON-CLONE
[282/2000] 2026-07-10 16:07:47 | R1 | 2015_0_1/79967 vs 2015_0_3/88073 → NON-CLONE
