Loaded 384 pairs from gcj_crosslang_clones/pairs.csv × 5 round(s) = 1920 total (0 already done, 1920 remaining)
Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|██▌       | 1/4 [00:05<00:15,  5.28s/it]Loading checkpoint shards:  50%|█████     | 2/4 [00:10<00:10,  5.44s/it]Loading checkpoint shards:  75%|███████▌  | 3/4 [00:16<00:05,  5.55s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:20<00:00,  5.11s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:20<00:00,  5.24s/it]
Model 'deepseek' loaded. Starting inference...
--- Round 1/5 (0 done, 384 remaining) ---
The `seen_tokens` attribute is deprecated and will be removed in v4.41. Use the `cache_position` model input instead.
[1/1920] 2026-07-05 17:40:10 | R1 | 2013_0_1/103399 vs 2013_0_1/99825 → CLONE
[29/1920] 2026-07-05 17:42:45 | R1 | 2013_0_3/59317 vs 2013_0_3/81195 → CLONE
[30/1920] 2026-07-05 17:42:51 | R1 | 2013_0_3/81195 vs 2013_0_3/51164 → CLONE
[31/1920] 2026-07-05 17:42:56 | R1 | 2013_0_3/51164 vs 2013_0_3/92037 → CLONE
[32/1920] 2026-07-05 17:43:02 | R1 | 2013_0_3/92037 vs 2013_0_3/59317 → CLONE
[33/1920] 2026-07-05 17:43:06 | R1 | 2013_0_3/74156 vs 2013_0_3/53348 → CLONE
[34/1920] 2026-07-05 17:43:12 | R1 | 2013_0_3/53348 vs 2013_0_3/70289 → CLONE
[35/1920] 2026-07-05 17:43:18 | R1 | 2013_0_3/70289 vs 2013_0_3/132829 → CLONE
[36/1920] 2026-07-05 17:43:24 | R1 | 2013_0_3/132829 vs 2013_0_3/74156 → CLONE
[37/1920] 2026-07-05 17:43:29 | R1 | 2013_1_1/42047 vs 2013_1_1/28766 → CLONE
[38/1920] 2026-07-05 17:43:35 | R1 | 2013_1_1/28766 vs 2013_1_1/37029 → CLONE
[39/1920] 2026-07-05 17:43:41 | R1 | 2013_1_1/37029 vs 2013_1_1/34507 → CLONE
[40/1920] 2026-07-05 17:43:46 | R1 | 2013_1_1/34507 vs 2013_1_1/42047 → CLONE
[41/1920] 2026-07-05 17:43:51 | R1 | 2013_1_1/30835 vs 2013_1_1/30228 → CLONE
[42/1920] 2026-07-05 17:43:57 | R1 | 2013_1_1/30228 vs 2013_1_1/32497 → CLONE
[43/1920] 2026-07-05 17:44:02 | R1 | 2013_1_1/32497 vs 2013_1_1/39026 → CLONE
[44/1920] 2026-07-05 17:44:08 | R1 | 2013_1_1/39026 vs 2013_1_1/30835 → CLONE
[45/1920] 2026-07-05 17:44:13 | R1 | 2013_1_1/32414 vs 2013_1_1/30618 → CLONE
[46/1920] 2026-07-05 17:44:18 | R1 | 2013_1_1/30618 vs 2013_1_1/30519 → CLONE
[47/1920] 2026-07-05 17:44:24 | R1 | 2013_1_1/30519 vs 2013_1_1/31779 → CLONE
[48/1920] 2026-07-05 17:44:29 | R1 | 2013_1_1/31779 vs 2013_1_1/32414 → CLONE
[49/1920] 2026-07-05 17:44:35 | R1 | 2014_2_1/115757 vs 2014_2_1/131278 → CLONE
[50/1920] 2026-07-05 17:44:39 | R1 | 2014_2_1/131278 vs 2014_2_1/128920 → CLONE
[51/1920] 2026-07-05 17:44:45 | R1 | 2014_2_1/128920 vs 2014_2_1/118754 → CLONE
[52/1920] 2026-07-05 17:44:50 | R1 | 2014_2_1/118754 vs 2014_2_1/115757 → CLONE
[53/1920] 2026-07-05 17:44:55 | R1 | 2014_2_1/129296 vs 2014_2_1/119165 → CLONE
[54/1920] 2026-07-05 17:45:00 | R1 | 2014_2_1/119165 vs 2014_2_1/118416 → CLONE
[55/1920] 2026-07-05 17:45:04 | R1 | 2014_2_1/118416 vs 2014_2_1/116147 → CLONE
[56/1920] 2026-07-05 17:45:10 | R1 | 2014_2_1/116147 vs 2014_2_1/129296 → CLONE
[57/1920] 2026-07-05 17:45:16 | R1 | 2014_2_1/131873 vs 2014_2_1/118489 → CLONE
[58/1920] 2026-07-05 17:45:21 | R1 | 2014_2_1/118489 vs 2014_2_1/121201 → CLONE
[59/1920] 2026-07-05 17:45:27 | R1 | 2014_2_1/121201 vs 2014_2_1/114208 → CLONE
[60/1920] 2026-07-05 17:45:32 | R1 | 2014_2_1/114208 vs 2014_2_1/131873 → CLONE
[61/1920] 2026-07-05 17:45:38 | R1 | 2014_3_1/135560 vs 2014_3_1/138308 → CLONE
[62/1920] 2026-07-05 17:45:43 | R1 | 2014_3_1/138308 vs 2014_3_1/139209 → CLONE
[63/1920] 2026-07-05 17:45:48 | R1 | 2014_3_1/139209 vs 2014_3_1/142092 → CLONE
[64/1920] 2026-07-05 17:45:54 | R1 | 2014_3_1/142092 vs 2014_3_1/135560 → CLONE
[65/1920] 2026-07-05 17:45:59 | R1 | 2014_3_1/138333 vs 2014_3_1/134611 → CLONE
[66/1920] 2026-07-05 17:46:05 | R1 | 2014_3_1/134611 vs 2014_3_1/139370 → CLONE
[67/1920] 2026-07-05 17:46:10 | R1 | 2014_3_1/139370 vs 2014_3_1/134295 → CLONE
[68/1920] 2026-07-05 17:46:14 | R1 | 2014_3_1/134295 vs 2014_3_1/138333 → CLONE
[69/1920] 2026-07-05 17:46:20 | R1 | 2014_3_1/140281 vs 2014_3_1/132142 → CLONE
[70/1920] 2026-07-05 17:46:25 | R1 | 2014_3_1/132142 vs 2014_3_1/143074 → CLONE
[71/1920] 2026-07-05 17:46:30 | R1 | 2014_3_1/143074 vs 2014_3_1/132975 → CLONE
[72/1920] 2026-07-05 17:46:35 | R1 | 2014_3_1/132975 vs 2014_3_1/140281 → CLONE
[73/1920] 2026-07-05 17:46:39 | R1 | 2015_0_1/47939 vs 2015_0_1/44230 → CLONE
[74/1920] 2026-07-05 17:46:44 | R1 | 2015_0_1/44230 vs 2015_0_1/106809 → CLONE
[75/1920] 2026-07-05 17:46:48 | R1 | 2015_0_1/106809 vs 2015_0_1/25955 → CLONE
[76/1920] 2026-07-05 17:46:54 | R1 | 2015_0_1/25955 vs 2015_0_1/47939 → CLONE
[77/1920] 2026-07-05 17:47:00 | R1 | 2015_0_1/43660 vs 2015_0_1/64620 → CLONE
[78/1920] 2026-07-05 17:47:05 | R1 | 2015_0_1/64620 vs 2015_0_1/86599 → CLONE
[79/1920] 2026-07-05 17:47:10 | R1 | 2015_0_1/86599 vs 2015_0_1/28465 → CLONE
[80/1920] 2026-07-05 17:47:15 | R1 | 2015_0_1/28465 vs 2015_0_1/43660 → CLONE
[81/1920] 2026-07-05 17:47:21 | R1 | 2015_0_1/100718 vs 2015_0_1/65110 → CLONE
[82/1920] 2026-07-05 17:47:27 | R1 | 2015_0_1/65110 vs 2015_0_1/60803 → CLONE
[83/1920] 2026-07-05 17:47:33 | R1 | 2015_0_1/60803 vs 2015_0_1/96593 → CLONE
[84/1920] 2026-07-05 17:47:38 | R1 | 2015_0_1/96593 vs 2015_0_1/100718 → CLONE
[85/1920] 2026-07-05 17:47:43 | R1 | 2015_0_2/91000 vs 2015_0_2/96440 → CLONE
[86/1920] 2026-07-05 17:47:48 | R1 | 2015_0_2/96440 vs 2015_0_2/36519 → CLONE
[87/1920] 2026-07-05 17:47:54 | R1 | 2015_0_2/36519 vs 2015_0_2/103402 → CLONE
[88/1920] 2026-07-05 17:47:59 | R1 | 2015_0_2/103402 vs 2015_0_2/91000 → CLONE
[89/1920] 2026-07-05 17:48:03 | R1 | 2015_0_2/21812 vs 2015_0_2/88257 → CLONE
[90/1920] 2026-07-05 17:48:09 | R1 | 2015_0_2/88257 vs 2015_0_2/81081 → CLONE
[91/1920] 2026-07-05 17:48:14 | R1 | 2015_0_2/81081 vs 2015_0_2/102321 → CLONE
[92/1920] 2026-07-05 17:48:20 | R1 | 2015_0_2/102321 vs 2015_0_2/21812 → CLONE
[93/1920] 2026-07-05 17:48:26 | R1 | 2015_0_2/40957 vs 2015_0_2/38840 → CLONE
[94/1920] 2026-07-05 17:48:31 | R1 | 2015_0_2/38840 vs 2015_0_2/100159 → CLONE
[95/1920] 2026-07-05 17:48:36 | R1 | 2015_0_2/100159 vs 2015_0_2/55775 → CLONE
[96/1920] 2026-07-05 17:48:42 | R1 | 2015_0_2/55775 vs 2015_0_2/40957 → CLONE
[97/1920] 2026-07-05 17:48:48 | R1 | 2015_0_3/42051 vs 2015_0_3/41900 → CLONE
[98/1920] 2026-07-05 17:48:54 | R1 | 2015_0_3/41900 vs 2015_0_3/103585 → CLONE
[99/1920] 2026-07-05 17:49:00 | R1 | 2015_0_3/103585 vs 2015_0_3/19800 → CLONE
[100/1920] 2026-07-05 17:49:06 | R1 | 2015_0_3/19800 vs 2015_0_3/42051 → CLONE
[101/1920] 2026-07-05 17:49:12 | R1 | 2015_0_3/47513 vs 2015_0_3/49764 → CLONE
[102/1920] 2026-07-05 17:49:17 | R1 | 2015_0_3/49764 vs 2015_0_3/103774 → CLONE
[103/1920] 2026-07-05 17:49:21 | R1 | 2015_0_3/103774 vs 2015_0_3/102323 → CLONE
[104/1920] 2026-07-05 17:49:27 | R1 | 2015_0_3/102323 vs 2015_0_3/47513 → CLONE
[105/1920] 2026-07-05 17:49:33 | R1 | 2015_0_3/96608 vs 2015_0_3/23036 → CLONE
[106/1920] 2026-07-05 17:49:39 | R1 | 2015_0_3/23036 vs 2015_0_3/72742 → CLONE
[107/1920] 2026-07-05 17:49:44 | R1 | 2015_0_3/72742 vs 2015_0_3/18309 → CLONE
[108/1920] 2026-07-05 17:49:50 | R1 | 2015_0_3/18309 vs 2015_0_3/96608 → CLONE
[109/1920] 2026-07-05 17:49:55 | R1 | 2015_0_4/86262 vs 2015_0_4/63026 → CLONE
[110/1920] 2026-07-05 17:50:01 | R1 | 2015_0_4/63026 vs 2015_0_4/57828 → CLONE
[111/1920] 2026-07-05 17:50:07 | R1 | 2015_0_4/57828 vs 2015_0_4/68310 → CLONE
[112/1920] 2026-07-05 17:50:13 | R1 | 2015_0_4/68310 vs 2015_0_4/86262 → CLONE
[113/1920] 2026-07-05 17:50:18 | R1 | 2015_0_4/30398 vs 2015_0_4/86932 → CLONE
[114/1920] 2026-07-05 17:50:24 | R1 | 2015_0_4/86932 vs 2015_0_4/94256 → CLONE
[115/1920] 2026-07-05 17:50:30 | R1 | 2015_0_4/94256 vs 2015_0_4/19708 → CLONE
[116/1920] 2026-07-05 17:50:35 | R1 | 2015_0_4/19708 vs 2015_0_4/30398 → CLONE
[117/1920] 2026-07-05 17:50:40 | R1 | 2015_0_4/29877 vs 2015_0_4/60776 → CLONE
[118/1920] 2026-07-05 17:50:45 | R1 | 2015_0_4/60776 vs 2015_0_4/74018 → CLONE
[119/1920] 2026-07-05 17:50:50 | R1 | 2015_0_4/74018 vs 2015_0_4/78114 → CLONE
[120/1920] 2026-07-05 17:50:55 | R1 | 2015_0_4/78114 vs 2015_0_4/29877 → CLONE
[121/1920] 2026-07-05 17:51:01 | R1 | 2015_1_1/112276 vs 2015_1_1/111086 → CLONE
[122/1920] 2026-07-05 17:51:07 | R1 | 2015_1_1/111086 vs 2015_1_1/117734 → CLONE
[123/1920] 2026-07-05 17:51:13 | R1 | 2015_1_1/117734 vs 2015_1_1/122934 → CLONE
[124/1920] 2026-07-05 17:51:19 | R1 | 2015_1_1/122934 vs 2015_1_1/112276 → CLONE
[125/1920] 2026-07-05 17:51:25 | R1 | 2015_1_1/118030 vs 2015_1_1/122263 → CLONE
[126/1920] 2026-07-05 17:51:30 | R1 | 2015_1_1/122263 vs 2015_1_1/124602 → CLONE
[127/1920] 2026-07-05 17:51:36 | R1 | 2015_1_1/124602 vs 2015_1_1/111264 → CLONE
[128/1920] 2026-07-05 17:51:41 | R1 | 2015_1_1/111264 vs 2015_1_1/118030 → CLONE
[129/1920] 2026-07-05 17:51:46 | R1 | 2015_1_1/112898 vs 2015_1_1/111866 → CLONE
[130/1920] 2026-07-05 17:51:51 | R1 | 2015_1_1/111866 vs 2015_1_1/111647 → CLONE
[131/1920] 2026-07-05 17:51:57 | R1 | 2015_1_1/111647 vs 2015_1_1/121770 → CLONE
[132/1920] 2026-07-05 17:52:02 | R1 | 2015_1_1/121770 vs 2015_1_1/112898 → CLONE
[133/1920] 2026-07-05 17:52:08 | R1 | 2016_0_1/76319 vs 2016_0_1/65647 → CLONE
[134/1920] 2026-07-05 17:52:12 | R1 | 2016_0_1/65647 vs 2016_0_1/94639 → CLONE
[135/1920] 2026-07-05 17:52:17 | R1 | 2016_0_1/94639 vs 2016_0_1/48618 → CLONE
[136/1920] 2026-07-05 17:52:22 | R1 | 2016_0_1/48618 vs 2016_0_1/76319 → CLONE
[137/1920] 2026-07-05 17:52:28 | R1 | 2016_0_1/117099 vs 2016_0_1/134225 → CLONE
[138/1920] 2026-07-05 17:52:34 | R1 | 2016_0_1/134225 vs 2016_0_1/88781 → CLONE
[139/1920] 2026-07-05 17:52:39 | R1 | 2016_0_1/88781 vs 2016_0_1/39027 → CLONE
[140/1920] 2026-07-05 17:52:45 | R1 | 2016_0_1/39027 vs 2016_0_1/117099 → CLONE
[141/1920] 2026-07-05 17:52:50 | R1 | 2016_0_1/100898 vs 2016_0_1/143909 → CLONE
[142/1920] 2026-07-05 17:52:55 | R1 | 2016_0_1/143909 vs 2016_0_1/71388 → CLONE
[143/1920] 2026-07-05 17:53:01 | R1 | 2016_0_1/71388 vs 2016_0_1/113708 → CLONE
[144/1920] 2026-07-05 17:53:07 | R1 | 2016_0_1/113708 vs 2016_0_1/100898 → CLONE
[145/1920] 2026-07-05 17:53:12 | R1 | 2016_0_4/136626 vs 2016_0_4/135114 → CLONE
[146/1920] 2026-07-05 17:53:17 | R1 | 2016_0_4/135114 vs 2016_0_4/63570 → CLONE
[147/1920] 2026-07-05 17:53:23 | R1 | 2016_0_4/63570 vs 2016_0_4/80717 → CLONE
[148/1920] 2026-07-05 17:53:29 | R1 | 2016_0_4/80717 vs 2016_0_4/136626 → CLONE
[149/1920] 2026-07-05 17:53:34 | R1 | 2016_0_4/125922 vs 2016_0_4/90060 → CLONE
[150/1920] 2026-07-05 17:53:40 | R1 | 2016_0_4/90060 vs 2016_0_4/158305 → CLONE
[151/1920] 2026-07-05 17:53:45 | R1 | 2016_0_4/158305 vs 2016_0_4/139021 → CLONE
[152/1920] 2026-07-05 17:53:51 | R1 | 2016_0_4/139021 vs 2016_0_4/125922 → CLONE
[153/1920] 2026-07-05 17:53:56 | R1 | 2016_0_4/99642 vs 2016_0_4/45917 → CLONE
[154/1920] 2026-07-05 17:54:01 | R1 | 2016_0_4/45917 vs 2016_0_4/142083 → CLONE
[155/1920] 2026-07-05 17:54:07 | R1 | 2016_0_4/142083 vs 2016_0_4/37736 → CLONE
[156/1920] 2026-07-05 17:54:12 | R1 | 2016_0_4/37736 vs 2016_0_4/99642 → CLONE
[157/1920] 2026-07-05 17:54:18 | R1 | 2016_1_1/15819 vs 2016_1_1/15421 → CLONE
[158/1920] 2026-07-05 17:54:23 | R1 | 2016_1_1/15421 vs 2016_1_1/3308 → CLONE
[159/1920] 2026-07-05 17:54:28 | R1 | 2016_1_1/3308 vs 2016_1_1/3735 → CLONE
[160/1920] 2026-07-05 17:54:33 | R1 | 2016_1_1/3735 vs 2016_1_1/15819 → CLONE
[161/1920] 2026-07-05 17:54:39 | R1 | 2016_1_1/28201 vs 2016_1_1/31768 → CLONE
[162/1920] 2026-07-05 17:54:44 | R1 | 2016_1_1/31768 vs 2016_1_1/33316 → CLONE
[163/1920] 2026-07-05 17:54:50 | R1 | 2016_1_1/33316 vs 2016_1_1/18665 → CLONE
[164/1920] 2026-07-05 17:54:56 | R1 | 2016_1_1/18665 vs 2016_1_1/28201 → CLONE
[165/1920] 2026-07-05 17:55:01 | R1 | 2016_1_1/22113 vs 2016_1_1/20829 → CLONE
[166/1920] 2026-07-05 17:55:07 | R1 | 2016_1_1/20829 vs 2016_1_1/14703 → CLONE
[167/1920] 2026-07-05 17:55:13 | R1 | 2016_1_1/14703 vs 2016_1_1/4557 → CLONE
[168/1920] 2026-07-05 17:55:19 | R1 | 2016_1_1/4557 vs 2016_1_1/22113 → CLONE
[169/1920] 2026-07-05 17:55:24 | R1 | 2016_1_2/23627 vs 2016_1_2/7905 → CLONE
[170/1920] 2026-07-05 17:55:29 | R1 | 2016_1_2/7905 vs 2016_1_2/30453 → CLONE
[171/1920] 2026-07-05 17:55:34 | R1 | 2016_1_2/30453 vs 2016_1_2/22155 → CLONE
[172/1920] 2026-07-05 17:55:40 | R1 | 2016_1_2/22155 vs 2016_1_2/23627 → CLONE
[173/1920] 2026-07-05 17:55:44 | R1 | 2016_1_2/26561 vs 2016_1_2/22827 → CLONE
[174/1920] 2026-07-05 17:55:49 | R1 | 2016_1_2/22827 vs 2016_1_2/14745 → CLONE
[175/1920] 2026-07-05 17:55:54 | R1 | 2016_1_2/14745 vs 2016_1_2/21265 → CLONE
[176/1920] 2026-07-05 17:55:59 | R1 | 2016_1_2/21265 vs 2016_1_2/26561 → CLONE
[177/1920] 2026-07-05 17:56:05 | R1 | 2016_1_2/21848 vs 2016_1_2/26565 → CLONE
[178/1920] 2026-07-05 17:56:10 | R1 | 2016_1_2/26565 vs 2016_1_2/7956 → CLONE
[179/1920] 2026-07-05 17:56:15 | R1 | 2016_1_2/7956 vs 2016_1_2/19133 → CLONE
[180/1920] 2026-07-05 17:56:21 | R1 | 2016_1_2/19133 vs 2016_1_2/21848 → CLONE
[181/1920] 2026-07-05 17:56:26 | R1 | 2016_2_1/201276 vs 2016_2_1/194349 → CLONE
[182/1920] 2026-07-05 17:56:31 | R1 | 2016_2_1/194349 vs 2016_2_1/185295 → CLONE
[183/1920] 2026-07-05 17:56:36 | R1 | 2016_2_1/185295 vs 2016_2_1/198100 → CLONE
[184/1920] 2026-07-05 17:56:41 | R1 | 2016_2_1/198100 vs 2016_2_1/201276 → CLONE
[185/1920] 2026-07-05 17:56:47 | R1 | 2016_2_1/180026 vs 2016_2_1/186531 → CLONE
[186/1920] 2026-07-05 17:56:53 | R1 | 2016_2_1/186531 vs 2016_2_1/196651 → CLONE
[187/1920] 2026-07-05 17:56:58 | R1 | 2016_2_1/196651 vs 2016_2_1/193717 → CLONE
[188/1920] 2026-07-05 17:57:04 | R1 | 2016_2_1/193717 vs 2016_2_1/180026 → CLONE
[189/1920] 2026-07-05 17:57:10 | R1 | 2016_2_1/193929 vs 2016_2_1/179503 → CLONE
[190/1920] 2026-07-05 17:57:16 | R1 | 2016_2_1/179503 vs 2016_2_1/182378 → CLONE
[191/1920] 2026-07-05 17:57:21 | R1 | 2016_2_1/182378 vs 2016_2_1/200006 → CLONE
[192/1920] 2026-07-05 17:57:27 | R1 | 2016_2_1/200006 vs 2016_2_1/193929 → CLONE
[193/1920] 2026-07-05 17:57:32 | R1 | 2013_0_1/103399 vs 2015_0_2/96440 → NON-CLONE
[194/1920] 2026-07-05 17:57:38 | R1 | 2013_0_1/49244 vs 2016_2_1/186531 → NON-CLONE
[195/1920] 2026-07-05 17:57:41 | R1 | 2013_0_1/126886 vs 2016_0_4/45917 → NON-CLONE
[196/1920] 2026-07-05 17:57:47 | R1 | 2013_0_1/99825 vs 2016_1_2/23627 → NON-CLONE
[197/1920] 2026-07-05 17:57:52 | R1 | 2013_0_1/98087 vs 2014_3_1/135560 → NON-CLONE
[198/1920] 2026-07-05 17:57:58 | R1 | 2013_0_1/72071 vs 2015_0_3/103774 → NON-CLONE
[199/1920] 2026-07-05 17:58:03 | R1 | 2013_0_1/125888 vs 2014_2_1/114208 → NON-CLONE
[200/1920] 2026-07-05 17:58:08 | R1 | 2013_0_1/91336 vs 2015_0_3/42051 → NON-CLONE
[201/1920] 2026-07-05 17:58:13 | R1 | 2013_0_1/70537 vs 2015_0_3/49764 → NON-CLONE
[202/1920] 2026-07-05 17:58:18 | R1 | 2013_0_1/84842 vs 2016_1_1/28201 → NON-CLONE
[203/1920] 2026-07-05 17:58:23 | R1 | 2013_0_1/102913 vs 2016_0_4/135114 → NON-CLONE
[204/1920] 2026-07-05 17:58:29 | R1 | 2013_0_1/127485 vs 2016_0_1/100898 → NON-CLONE
[205/1920] 2026-07-05 17:58:35 | R1 | 2013_0_2/95524 vs 2015_0_2/38840 → NON-CLONE
[206/1920] 2026-07-05 17:58:40 | R1 | 2013_0_2/44471 vs 2014_2_1/114208 → NON-CLONE
[207/1920] 2026-07-05 17:58:45 | R1 | 2013_0_2/55421 vs 2016_2_1/196651 → NON-CLONE
[208/1920] 2026-07-05 17:58:51 | R1 | 2013_0_2/83774 vs 2016_2_1/201276 → NON-CLONE
[209/1920] 2026-07-05 17:58:56 | R1 | 2013_0_2/140779 vs 2013_1_1/30519 → NON-CLONE
[210/1920] 2026-07-05 17:59:01 | R1 | 2013_0_2/91409 vs 2013_0_3/102207 → NON-CLONE
[211/1920] 2026-07-05 17:59:07 | R1 | 2013_0_2/78034 vs 2014_2_1/129296 → NON-CLONE
[212/1920] 2026-07-05 17:59:13 | R1 | 2013_0_2/122219 vs 2014_3_1/138308 → NON-CLONE
[213/1920] 2026-07-05 17:59:19 | R1 | 2013_0_2/85165 vs 2014_3_1/134611 → NON-CLONE
[214/1920] 2026-07-05 17:59:25 | R1 | 2013_0_2/71957 vs 2016_1_1/15819 → NON-CLONE
[215/1920] 2026-07-05 17:59:30 | R1 | 2013_0_2/96711 vs 2013_0_3/51164 → NON-CLONE
[216/1920] 2026-07-05 17:59:36 | R1 | 2013_0_2/68303 vs 2016_0_1/71388 → NON-CLONE
[217/1920] 2026-07-05 17:59:42 | R1 | 2013_0_3/108834 vs 2016_0_1/39027 → NON-CLONE
[218/1920] 2026-07-05 17:59:48 | R1 | 2013_0_3/59317 vs 2016_1_2/26565 → NON-CLONE
[219/1920] 2026-07-05 17:59:53 | R1 | 2013_0_3/74156 vs 2015_0_3/49764 → NON-CLONE
[220/1920] 2026-07-05 17:59:59 | R1 | 2013_0_3/102625 vs 2013_0_1/126886 → NON-CLONE
[221/1920] 2026-07-05 18:00:05 | R1 | 2013_0_3/81195 vs 2014_2_1/131873 → NON-CLONE
[222/1920] 2026-07-05 18:00:11 | R1 | 2013_0_3/53348 vs 2015_0_3/72742 → NON-CLONE
[223/1920] 2026-07-05 18:00:17 | R1 | 2013_0_3/102207 vs 2015_1_1/122934 → NON-CLONE
[224/1920] 2026-07-05 18:00:22 | R1 | 2013_0_3/51164 vs 2014_2_1/129296 → NON-CLONE
[225/1920] 2026-07-05 18:00:28 | R1 | 2013_0_3/70289 vs 2015_0_4/63026 → NON-CLONE
[226/1920] 2026-07-05 18:00:34 | R1 | 2013_0_3/89287 vs 2016_1_1/15421 → NON-CLONE
[227/1920] 2026-07-05 18:00:40 | R1 | 2013_0_3/92037 vs 2014_3_1/134611 → NON-CLONE
[228/1920] 2026-07-05 18:00:45 | R1 | 2013_0_3/132829 vs 2016_1_1/14703 → NON-CLONE
[229/1920] 2026-07-05 18:00:51 | R1 | 2013_1_1/42047 vs 2013_0_1/99825 → NON-CLONE
[230/1920] 2026-07-05 18:00:56 | R1 | 2013_1_1/30835 vs 2015_0_3/103774 → NON-CLONE
[231/1920] 2026-07-05 18:01:02 | R1 | 2013_1_1/32414 vs 2016_2_1/179503 → NON-CLONE
[232/1920] 2026-07-05 18:01:08 | R1 | 2013_1_1/28766 vs 2015_0_1/47939 → NON-CLONE
[233/1920] 2026-07-05 18:01:14 | R1 | 2013_1_1/30228 vs 2016_2_1/185295 → NON-CLONE
[234/1920] 2026-07-05 18:01:20 | R1 | 2013_1_1/30618 vs 2014_2_1/115757 → NON-CLONE
[235/1920] 2026-07-05 18:01:25 | R1 | 2013_1_1/37029 vs 2015_0_4/86932 → NON-CLONE
[236/1920] 2026-07-05 18:01:31 | R1 | 2013_1_1/32497 vs 2016_2_1/194349 → NON-CLONE
