Loaded 400 pairs from gcj_java_clones/pairs.csv × 5 round(s) = 2000 total (0 already done, 2000 remaining)
GGUF base: QuantFactory/CodeLlama-7b-Instruct-hf-GGUF::CodeLlama-7b-Instruct-hf.Q4_K_M.gguf
LoRA adapter: finetune_models/codellama-7b-aizu-qlora-F16.gguf
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
Model 'gguf_lora' loaded. Starting inference...
--- Round 1/5 (0 done, 400 remaining) ---
[1/2000] 2026-07-19 14:25:51 | R1 | 2013_0_1/84294 vs 2013_0_1/58633 → CLONE
[59/2000] 2026-07-19 14:26:31 | R1 | 2014_0_3/99421 vs 2014_0_3/71973 → CLONE
[60/2000] 2026-07-19 14:26:34 | R1 | 2014_0_3/22792 vs 2014_0_3/71973 → CLONE
[61/2000] 2026-07-19 14:26:35 | R1 | 2014_2_1/124976 vs 2014_2_1/115332 → CLONE
[62/2000] 2026-07-19 14:26:35 | R1 | 2014_2_1/124976 vs 2014_2_1/119554 → CLONE
[63/2000] 2026-07-19 14:26:36 | R1 | 2014_2_1/124976 vs 2014_2_1/126555 → CLONE
[64/2000] 2026-07-19 14:26:36 | R1 | 2014_2_1/124976 vs 2014_2_1/125050 → CLONE
[65/2000] 2026-07-19 14:26:37 | R1 | 2014_2_1/115332 vs 2014_2_1/119554 → CLONE
[66/2000] 2026-07-19 14:26:38 | R1 | 2014_2_1/115332 vs 2014_2_1/126555 → CLONE
[67/2000] 2026-07-19 14:26:38 | R1 | 2014_2_1/115332 vs 2014_2_1/125050 → CLONE
[68/2000] 2026-07-19 14:26:39 | R1 | 2014_2_1/119554 vs 2014_2_1/126555 → CLONE
[69/2000] 2026-07-19 14:26:40 | R1 | 2014_2_1/119554 vs 2014_2_1/125050 → CLONE
[70/2000] 2026-07-19 14:26:41 | R1 | 2014_2_1/126555 vs 2014_2_1/125050 → CLONE
[71/2000] 2026-07-19 14:26:41 | R1 | 2014_3_1/141827 vs 2014_3_1/137264 → CLONE
[72/2000] 2026-07-19 14:26:42 | R1 | 2014_3_1/141827 vs 2014_3_1/138894 → CLONE
[73/2000] 2026-07-19 14:26:42 | R1 | 2014_3_1/141827 vs 2014_3_1/136615 → CLONE
[74/2000] 2026-07-19 14:26:43 | R1 | 2014_3_1/141827 vs 2014_3_1/138529 → CLONE
[75/2000] 2026-07-19 14:26:43 | R1 | 2014_3_1/137264 vs 2014_3_1/138894 → CLONE
[76/2000] 2026-07-19 14:26:44 | R1 | 2014_3_1/137264 vs 2014_3_1/136615 → CLONE
[77/2000] 2026-07-19 14:26:44 | R1 | 2014_3_1/137264 vs 2014_3_1/138529 → CLONE
[78/2000] 2026-07-19 14:26:45 | R1 | 2014_3_1/138894 vs 2014_3_1/136615 → CLONE
[79/2000] 2026-07-19 14:26:45 | R1 | 2014_3_1/138894 vs 2014_3_1/138529 → CLONE
[80/2000] 2026-07-19 14:26:46 | R1 | 2014_3_1/136615 vs 2014_3_1/138529 → CLONE
[81/2000] 2026-07-19 14:26:47 | R1 | 2015_0_1/79967 vs 2015_0_1/35102 → CLONE
[82/2000] 2026-07-19 14:26:47 | R1 | 2015_0_1/79967 vs 2015_0_1/68106 → CLONE
[83/2000] 2026-07-19 14:26:47 | R1 | 2015_0_1/79967 vs 2015_0_1/65869 → CLONE
[84/2000] 2026-07-19 14:26:48 | R1 | 2015_0_1/79967 vs 2015_0_1/46754 → CLONE
[85/2000] 2026-07-19 14:26:48 | R1 | 2015_0_1/35102 vs 2015_0_1/68106 → CLONE
[86/2000] 2026-07-19 14:26:49 | R1 | 2015_0_1/35102 vs 2015_0_1/65869 → CLONE
[87/2000] 2026-07-19 14:26:49 | R1 | 2015_0_1/35102 vs 2015_0_1/46754 → CLONE
[88/2000] 2026-07-19 14:26:49 | R1 | 2015_0_1/68106 vs 2015_0_1/65869 → CLONE
[89/2000] 2026-07-19 14:26:50 | R1 | 2015_0_1/68106 vs 2015_0_1/46754 → CLONE
[90/2000] 2026-07-19 14:26:50 | R1 | 2015_0_1/65869 vs 2015_0_1/46754 → CLONE
[91/2000] 2026-07-19 14:26:51 | R1 | 2015_0_2/34257 vs 2015_0_2/32722 → CLONE
[92/2000] 2026-07-19 14:26:51 | R1 | 2015_0_2/34257 vs 2015_0_2/77145 → CLONE
[93/2000] 2026-07-19 14:26:52 | R1 | 2015_0_2/34257 vs 2015_0_2/72707 → CLONE
[94/2000] 2026-07-19 14:26:52 | R1 | 2015_0_2/34257 vs 2015_0_2/68668 → CLONE
[95/2000] 2026-07-19 14:26:52 | R1 | 2015_0_2/32722 vs 2015_0_2/77145 → CLONE
[96/2000] 2026-07-19 14:26:53 | R1 | 2015_0_2/32722 vs 2015_0_2/72707 → CLONE
[97/2000] 2026-07-19 14:26:53 | R1 | 2015_0_2/32722 vs 2015_0_2/68668 → CLONE
[98/2000] 2026-07-19 14:26:54 | R1 | 2015_0_2/77145 vs 2015_0_2/72707 → CLONE
[99/2000] 2026-07-19 14:26:54 | R1 | 2015_0_2/77145 vs 2015_0_2/68668 → CLONE
[100/2000] 2026-07-19 14:26:54 | R1 | 2015_0_2/72707 vs 2015_0_2/68668 → CLONE
[101/2000] 2026-07-19 14:26:56 | R1 | 2015_0_3/74464 vs 2015_0_3/88073 → CLONE
[102/2000] 2026-07-19 14:26:56 | R1 | 2015_0_3/74464 vs 2015_0_3/21597 → CLONE
[103/2000] 2026-07-19 14:26:57 | R1 | 2015_0_3/74464 vs 2015_0_3/62582 → CLONE
[104/2000] 2026-07-19 14:26:58 | R1 | 2015_0_3/74464 vs 2015_0_3/107238 → CLONE
[105/2000] 2026-07-19 14:26:59 | R1 | 2015_0_3/88073 vs 2015_0_3/21597 → CLONE
[106/2000] 2026-07-19 14:27:00 | R1 | 2015_0_3/88073 vs 2015_0_3/62582 → CLONE
[107/2000] 2026-07-19 14:27:01 | R1 | 2015_0_3/88073 vs 2015_0_3/107238 → CLONE
[108/2000] 2026-07-19 14:27:03 | R1 | 2015_0_3/21597 vs 2015_0_3/62582 → CLONE
[109/2000] 2026-07-19 14:27:04 | R1 | 2015_0_3/21597 vs 2015_0_3/107238 → CLONE
[110/2000] 2026-07-19 14:27:06 | R1 | 2015_0_3/62582 vs 2015_0_3/107238 → CLONE
[111/2000] 2026-07-19 14:27:07 | R1 | 2015_0_4/107149 vs 2015_0_4/96734 → CLONE
[112/2000] 2026-07-19 14:27:07 | R1 | 2015_0_4/107149 vs 2015_0_4/79014 → CLONE
[113/2000] 2026-07-19 14:27:07 | R1 | 2015_0_4/107149 vs 2015_0_4/21673 → CLONE
[114/2000] 2026-07-19 14:27:08 | R1 | 2015_0_4/107149 vs 2015_0_4/77477 → CLONE
[115/2000] 2026-07-19 14:27:09 | R1 | 2015_0_4/96734 vs 2015_0_4/79014 → CLONE
[116/2000] 2026-07-19 14:27:09 | R1 | 2015_0_4/96734 vs 2015_0_4/21673 → CLONE
[117/2000] 2026-07-19 14:27:09 | R1 | 2015_0_4/96734 vs 2015_0_4/77477 → CLONE
[118/2000] 2026-07-19 14:27:10 | R1 | 2015_0_4/79014 vs 2015_0_4/21673 → CLONE
[119/2000] 2026-07-19 14:27:10 | R1 | 2015_0_4/79014 vs 2015_0_4/77477 → CLONE
[120/2000] 2026-07-19 14:27:11 | R1 | 2015_0_4/21673 vs 2015_0_4/77477 → CLONE
[121/2000] 2026-07-19 14:27:11 | R1 | 2015_1_1/127730 vs 2015_1_1/114491 → CLONE
[122/2000] 2026-07-19 14:27:12 | R1 | 2015_1_1/127730 vs 2015_1_1/125935 → CLONE
[123/2000] 2026-07-19 14:27:12 | R1 | 2015_1_1/127730 vs 2015_1_1/124925 → CLONE
[124/2000] 2026-07-19 14:27:13 | R1 | 2015_1_1/127730 vs 2015_1_1/115055 → CLONE
[125/2000] 2026-07-19 14:27:13 | R1 | 2015_1_1/114491 vs 2015_1_1/125935 → CLONE
[126/2000] 2026-07-19 14:27:14 | R1 | 2015_1_1/114491 vs 2015_1_1/124925 → CLONE
[127/2000] 2026-07-19 14:27:14 | R1 | 2015_1_1/114491 vs 2015_1_1/115055 → CLONE
[128/2000] 2026-07-19 14:27:15 | R1 | 2015_1_1/125935 vs 2015_1_1/124925 → CLONE
[129/2000] 2026-07-19 14:27:15 | R1 | 2015_1_1/125935 vs 2015_1_1/115055 → CLONE
[130/2000] 2026-07-19 14:27:16 | R1 | 2015_1_1/124925 vs 2015_1_1/115055 → CLONE
[131/2000] 2026-07-19 14:27:16 | R1 | 2016_0_1/60475 vs 2016_0_1/69477 → CLONE
[132/2000] 2026-07-19 14:27:17 | R1 | 2016_0_1/60475 vs 2016_0_1/123558 → CLONE
[133/2000] 2026-07-19 14:27:17 | R1 | 2016_0_1/60475 vs 2016_0_1/55901 → CLONE
[134/2000] 2026-07-19 14:27:18 | R1 | 2016_0_1/60475 vs 2016_0_1/72044 → CLONE
[135/2000] 2026-07-19 14:27:18 | R1 | 2016_0_1/69477 vs 2016_0_1/123558 → CLONE
[136/2000] 2026-07-19 14:27:19 | R1 | 2016_0_1/69477 vs 2016_0_1/55901 → CLONE
[137/2000] 2026-07-19 14:27:19 | R1 | 2016_0_1/69477 vs 2016_0_1/72044 → CLONE
[138/2000] 2026-07-19 14:27:20 | R1 | 2016_0_1/123558 vs 2016_0_1/55901 → CLONE
[139/2000] 2026-07-19 14:27:20 | R1 | 2016_0_1/123558 vs 2016_0_1/72044 → CLONE
[140/2000] 2026-07-19 14:27:21 | R1 | 2016_0_1/55901 vs 2016_0_1/72044 → CLONE
[141/2000] 2026-07-19 14:27:21 | R1 | 2016_0_2/68074 vs 2016_0_2/150691 → CLONE
[142/2000] 2026-07-19 14:27:22 | R1 | 2016_0_2/68074 vs 2016_0_2/125812 → CLONE
[143/2000] 2026-07-19 14:27:22 | R1 | 2016_0_2/68074 vs 2016_0_2/88861 → CLONE
[144/2000] 2026-07-19 14:27:23 | R1 | 2016_0_2/68074 vs 2016_0_2/162423 → CLONE
[145/2000] 2026-07-19 14:27:23 | R1 | 2016_0_2/150691 vs 2016_0_2/125812 → CLONE
[146/2000] 2026-07-19 14:27:24 | R1 | 2016_0_2/150691 vs 2016_0_2/88861 → CLONE
[147/2000] 2026-07-19 14:27:24 | R1 | 2016_0_2/150691 vs 2016_0_2/162423 → CLONE
[148/2000] 2026-07-19 14:27:24 | R1 | 2016_0_2/125812 vs 2016_0_2/88861 → CLONE
[149/2000] 2026-07-19 14:27:25 | R1 | 2016_0_2/125812 vs 2016_0_2/162423 → CLONE
[150/2000] 2026-07-19 14:27:25 | R1 | 2016_0_2/88861 vs 2016_0_2/162423 → CLONE
[151/2000] 2026-07-19 14:27:26 | R1 | 2016_0_4/100472 vs 2016_0_4/129913 → CLONE
[152/2000] 2026-07-19 14:27:26 | R1 | 2016_0_4/100472 vs 2016_0_4/58218 → CLONE
[153/2000] 2026-07-19 14:27:27 | R1 | 2016_0_4/100472 vs 2016_0_4/63729 → CLONE
[154/2000] 2026-07-19 14:27:27 | R1 | 2016_0_4/100472 vs 2016_0_4/138317 → CLONE
[155/2000] 2026-07-19 14:27:28 | R1 | 2016_0_4/129913 vs 2016_0_4/58218 → CLONE
[156/2000] 2026-07-19 14:27:28 | R1 | 2016_0_4/129913 vs 2016_0_4/63729 → CLONE
[157/2000] 2026-07-19 14:27:29 | R1 | 2016_0_4/129913 vs 2016_0_4/138317 → CLONE
[158/2000] 2026-07-19 14:27:29 | R1 | 2016_0_4/58218 vs 2016_0_4/63729 → CLONE
[159/2000] 2026-07-19 14:27:30 | R1 | 2016_0_4/58218 vs 2016_0_4/138317 → CLONE
[160/2000] 2026-07-19 14:27:30 | R1 | 2016_0_4/63729 vs 2016_0_4/138317 → CLONE
[161/2000] 2026-07-19 14:27:31 | R1 | 2016_1_1/1153 vs 2016_1_1/14479 → CLONE
[162/2000] 2026-07-19 14:27:31 | R1 | 2016_1_1/1153 vs 2016_1_1/8299 → CLONE
[163/2000] 2026-07-19 14:27:32 | R1 | 2016_1_1/1153 vs 2016_1_1/29796 → CLONE
[164/2000] 2026-07-19 14:27:32 | R1 | 2016_1_1/1153 vs 2016_1_1/2003 → CLONE
[165/2000] 2026-07-19 14:27:33 | R1 | 2016_1_1/14479 vs 2016_1_1/8299 → CLONE
[166/2000] 2026-07-19 14:27:33 | R1 | 2016_1_1/14479 vs 2016_1_1/29796 → CLONE
[167/2000] 2026-07-19 14:27:33 | R1 | 2016_1_1/14479 vs 2016_1_1/2003 → CLONE
[168/2000] 2026-07-19 14:27:34 | R1 | 2016_1_1/8299 vs 2016_1_1/29796 → CLONE
[169/2000] 2026-07-19 14:27:34 | R1 | 2016_1_1/8299 vs 2016_1_1/2003 → CLONE
[170/2000] 2026-07-19 14:27:35 | R1 | 2016_1_1/29796 vs 2016_1_1/2003 → CLONE
[171/2000] 2026-07-19 14:27:35 | R1 | 2016_1_2/8152 vs 2016_1_2/31984 → CLONE
[172/2000] 2026-07-19 14:27:35 | R1 | 2016_1_2/8152 vs 2016_1_2/20611 → CLONE
[173/2000] 2026-07-19 14:27:37 | R1 | 2016_1_2/8152 vs 2016_1_2/19093 → CLONE
[174/2000] 2026-07-19 14:27:38 | R1 | 2016_1_2/8152 vs 2016_1_2/30007 → CLONE
[175/2000] 2026-07-19 14:27:38 | R1 | 2016_1_2/31984 vs 2016_1_2/20611 → CLONE
[176/2000] 2026-07-19 14:27:40 | R1 | 2016_1_2/31984 vs 2016_1_2/19093 → CLONE
[177/2000] 2026-07-19 14:27:41 | R1 | 2016_1_2/31984 vs 2016_1_2/30007 → CLONE
[178/2000] 2026-07-19 14:27:42 | R1 | 2016_1_2/20611 vs 2016_1_2/19093 → CLONE
[179/2000] 2026-07-19 14:27:43 | R1 | 2016_1_2/20611 vs 2016_1_2/30007 → CLONE
[180/2000] 2026-07-19 14:27:45 | R1 | 2016_1_2/19093 vs 2016_1_2/30007 → CLONE
[181/2000] 2026-07-19 14:27:46 | R1 | 2016_2_1/197689 vs 2016_2_1/192495 → CLONE
[182/2000] 2026-07-19 14:27:46 | R1 | 2016_2_1/197689 vs 2016_2_1/187476 → CLONE
[183/2000] 2026-07-19 14:27:47 | R1 | 2016_2_1/197689 vs 2016_2_1/193269 → CLONE
[184/2000] 2026-07-19 14:27:47 | R1 | 2016_2_1/197689 vs 2016_2_1/184367 → CLONE
[185/2000] 2026-07-19 14:27:48 | R1 | 2016_2_1/192495 vs 2016_2_1/187476 → CLONE
[186/2000] 2026-07-19 14:27:48 | R1 | 2016_2_1/192495 vs 2016_2_1/193269 → CLONE
[187/2000] 2026-07-19 14:27:49 | R1 | 2016_2_1/192495 vs 2016_2_1/184367 → CLONE
[188/2000] 2026-07-19 14:27:50 | R1 | 2016_2_1/187476 vs 2016_2_1/193269 → CLONE
[189/2000] 2026-07-19 14:27:50 | R1 | 2016_2_1/187476 vs 2016_2_1/184367 → CLONE
[190/2000] 2026-07-19 14:27:51 | R1 | 2016_2_1/193269 vs 2016_2_1/184367 → CLONE
[191/2000] 2026-07-19 14:27:51 | R1 | 2016_3_1/205670 vs 2016_3_1/211583 → CLONE
[192/2000] 2026-07-19 14:27:52 | R1 | 2016_3_1/205670 vs 2016_3_1/210871 → CLONE
[193/2000] 2026-07-19 14:27:52 | R1 | 2016_3_1/205670 vs 2016_3_1/218815 → CLONE
[194/2000] 2026-07-19 14:27:53 | R1 | 2016_3_1/205670 vs 2016_3_1/207727 → CLONE
[195/2000] 2026-07-19 14:27:53 | R1 | 2016_3_1/211583 vs 2016_3_1/210871 → CLONE
[196/2000] 2026-07-19 14:27:54 | R1 | 2016_3_1/211583 vs 2016_3_1/218815 → CLONE
[197/2000] 2026-07-19 14:27:54 | R1 | 2016_3_1/211583 vs 2016_3_1/207727 → CLONE
[198/2000] 2026-07-19 14:27:55 | R1 | 2016_3_1/210871 vs 2016_3_1/218815 → CLONE
[199/2000] 2026-07-19 14:27:55 | R1 | 2016_3_1/210871 vs 2016_3_1/207727 → CLONE
[200/2000] 2026-07-19 14:27:56 | R1 | 2016_3_1/218815 vs 2016_3_1/207727 → CLONE
[201/2000] 2026-07-19 14:27:57 | R1 | 2013_0_1/84294 vs 2016_3_1/218815 → NON-CLONE
[202/2000] 2026-07-19 14:27:57 | R1 | 2013_0_1/84294 vs 2015_1_1/124925 → NON-CLONE
[203/2000] 2026-07-19 14:27:57 | R1 | 2013_0_1/84294 vs 2016_0_2/88861 → NON-CLONE
[204/2000] 2026-07-19 14:27:58 | R1 | 2013_0_1/84294 vs 2014_0_2/107403 → NON-CLONE
[205/2000] 2026-07-19 14:27:59 | R1 | 2013_0_1/58633 vs 2015_0_3/62582 → NON-CLONE
[206/2000] 2026-07-19 14:27:59 | R1 | 2013_0_1/58633 vs 2013_1_1/35305 → NON-CLONE
[207/2000] 2026-07-19 14:28:00 | R1 | 2013_0_1/58633 vs 2016_0_4/100472 → NON-CLONE
[208/2000] 2026-07-19 14:28:00 | R1 | 2013_0_1/124149 vs 2015_0_1/68106 → NON-CLONE
[209/2000] 2026-07-19 14:28:01 | R1 | 2013_0_1/124149 vs 2016_1_2/8152 → NON-CLONE
[210/2000] 2026-07-19 14:28:01 | R1 | 2013_0_1/88116 vs 2016_1_1/2003 → NON-CLONE
[211/2000] 2026-07-19 14:28:02 | R1 | 2013_0_2/95524 vs 2015_0_3/88073 → NON-CLONE
[212/2000] 2026-07-19 14:28:03 | R1 | 2013_0_2/95524 vs 2016_0_4/63729 → NON-CLONE
[213/2000] 2026-07-19 14:28:03 | R1 | 2013_0_2/95524 vs 2014_0_3/71973 → NON-CLONE
[214/2000] 2026-07-19 14:28:04 | R1 | 2013_0_2/95524 vs 2016_3_1/205670 → NON-CLONE
[215/2000] 2026-07-19 14:28:04 | R1 | 2013_0_2/44471 vs 2013_0_3/118052 → NON-CLONE
[216/2000] 2026-07-19 14:28:05 | R1 | 2013_0_2/44471 vs 2013_0_3/55548 → NON-CLONE
[217/2000] 2026-07-19 14:28:06 | R1 | 2013_0_2/44471 vs 2016_1_2/30007 → NON-CLONE
[218/2000] 2026-07-19 14:28:06 | R1 | 2013_0_2/55421 vs 2014_2_1/125050 → NON-CLONE
[219/2000] 2026-07-19 14:28:07 | R1 | 2013_0_2/55421 vs 2015_0_1/68106 → NON-CLONE
[220/2000] 2026-07-19 14:28:07 | R1 | 2013_0_2/90919 vs 2013_1_1/35305 → NON-CLONE
[221/2000] 2026-07-19 14:28:08 | R1 | 2013_0_3/55548 vs 2014_2_1/125050 → NON-CLONE
[222/2000] 2026-07-19 14:28:09 | R1 | 2013_0_3/55548 vs 2013_1_1/30610 → NON-CLONE
[223/2000] 2026-07-19 14:28:09 | R1 | 2013_0_3/55548 vs 2015_0_3/62582 → NON-CLONE
[224/2000] 2026-07-19 14:28:10 | R1 | 2013_0_3/55548 vs 2015_0_1/79967 → NON-CLONE
[225/2000] 2026-07-19 14:28:10 | R1 | 2013_0_3/94901 vs 2015_1_1/124925 → NON-CLONE
[226/2000] 2026-07-19 14:28:11 | R1 | 2013_0_3/94901 vs 2016_1_2/31984 → NON-CLONE
[227/2000] 2026-07-19 14:28:11 | R1 | 2013_0_3/94901 vs 2015_0_3/88073 → NON-CLONE
[228/2000] 2026-07-19 14:28:12 | R1 | 2013_0_3/78294 vs 2014_0_3/108079 → NON-CLONE
[229/2000] 2026-07-19 14:28:13 | R1 | 2013_0_3/78294 vs 2015_0_3/21597 → NON-CLONE
[230/2000] 2026-07-19 14:28:14 | R1 | 2013_0_3/118052 vs 2015_0_3/74464 → NON-CLONE
[231/2000] 2026-07-19 14:28:15 | R1 | 2013_1_1/35305 vs 2014_2_1/115332 → NON-CLONE
[232/2000] 2026-07-19 14:28:16 | R1 | 2013_1_1/35305 vs 2016_2_1/197689 → NON-CLONE
[233/2000] 2026-07-19 14:28:16 | R1 | 2013_1_1/35305 vs 2014_3_1/138529 → NON-CLONE
[234/2000] 2026-07-19 14:28:17 | R1 | 2013_1_1/35305 vs 2016_2_1/184367 → NON-CLONE
[235/2000] 2026-07-19 14:28:17 | R1 | 2013_1_1/30788 vs 2016_2_1/187476 → NON-CLONE
[236/2000] 2026-07-19 14:28:18 | R1 | 2013_1_1/30788 vs 2016_1_2/20611 → NON-CLONE
[237/2000] 2026-07-19 14:28:18 | R1 | 2013_1_1/30788 vs 2013_0_2/114653 → NON-CLONE
[238/2000] 2026-07-19 14:28:19 | R1 | 2013_1_1/30610 vs 2016_1_1/8299 → NON-CLONE
[239/2000] 2026-07-19 14:28:19 | R1 | 2013_1_1/30610 vs 2016_1_2/31984 → NON-CLONE
