[chain] 2026-07-16 22:28:56 START  gguf :: bartowski/Codestral-22B-v0.1-GGUF::Codestral-22B-v0.1-Q2_K.gguf
Loaded 400 pairs from gcj_java_clones/pairs.csv × 5 round(s) = 2000 total (0 already done, 2000 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (16384) < n_ctx_train (32768) -- the full capacity of the model will not be utilized
Model 'gguf' loaded. Starting inference...
--- Round 1/5 (0 done, 400 remaining) ---
[1/2000] 2026-07-16 22:30:43 | R1 | 2013_0_1/84294 vs 2013_0_1/58633 → CLONE
[89/2000] 2026-07-16 22:34:38 | R1 | 2015_0_1/68106 vs 2015_0_1/46754 → CLONE
[90/2000] 2026-07-16 22:34:40 | R1 | 2015_0_1/65869 vs 2015_0_1/46754 → CLONE
[91/2000] 2026-07-16 22:34:43 | R1 | 2015_0_2/34257 vs 2015_0_2/32722 → CLONE
[92/2000] 2026-07-16 22:34:45 | R1 | 2015_0_2/34257 vs 2015_0_2/77145 → CLONE
[93/2000] 2026-07-16 22:34:46 | R1 | 2015_0_2/34257 vs 2015_0_2/72707 → CLONE
[94/2000] 2026-07-16 22:34:48 | R1 | 2015_0_2/34257 vs 2015_0_2/68668 → CLONE
[95/2000] 2026-07-16 22:34:51 | R1 | 2015_0_2/32722 vs 2015_0_2/77145 → CLONE
[96/2000] 2026-07-16 22:34:53 | R1 | 2015_0_2/32722 vs 2015_0_2/72707 → CLONE
[97/2000] 2026-07-16 22:34:55 | R1 | 2015_0_2/32722 vs 2015_0_2/68668 → CLONE
[98/2000] 2026-07-16 22:34:57 | R1 | 2015_0_2/77145 vs 2015_0_2/72707 → CLONE
[99/2000] 2026-07-16 22:34:59 | R1 | 2015_0_2/77145 vs 2015_0_2/68668 → CLONE
[100/2000] 2026-07-16 22:35:01 | R1 | 2015_0_2/72707 vs 2015_0_2/68668 → CLONE
[101/2000] 2026-07-16 22:35:05 | R1 | 2015_0_3/74464 vs 2015_0_3/88073 → CLONE
[102/2000] 2026-07-16 22:35:08 | R1 | 2015_0_3/74464 vs 2015_0_3/21597 → CLONE
[103/2000] 2026-07-16 22:35:11 | R1 | 2015_0_3/74464 vs 2015_0_3/62582 → CLONE
[104/2000] 2026-07-16 22:35:13 | R1 | 2015_0_3/74464 vs 2015_0_3/107238 → CLONE
[105/2000] 2026-07-16 22:35:17 | R1 | 2015_0_3/88073 vs 2015_0_3/21597 → CLONE
[106/2000] 2026-07-16 22:35:19 | R1 | 2015_0_3/88073 vs 2015_0_3/62582 → CLONE
[107/2000] 2026-07-16 22:35:22 | R1 | 2015_0_3/88073 vs 2015_0_3/107238 → CLONE
[108/2000] 2026-07-16 22:35:25 | R1 | 2015_0_3/21597 vs 2015_0_3/62582 → CLONE
[109/2000] 2026-07-16 22:35:27 | R1 | 2015_0_3/21597 vs 2015_0_3/107238 → CLONE
[110/2000] 2026-07-16 22:35:30 | R1 | 2015_0_3/62582 vs 2015_0_3/107238 → CLONE
[111/2000] 2026-07-16 22:35:33 | R1 | 2015_0_4/107149 vs 2015_0_4/96734 → CLONE
[112/2000] 2026-07-16 22:35:35 | R1 | 2015_0_4/107149 vs 2015_0_4/79014 → CLONE
[113/2000] 2026-07-16 22:35:37 | R1 | 2015_0_4/107149 vs 2015_0_4/21673 → CLONE
[114/2000] 2026-07-16 22:35:39 | R1 | 2015_0_4/107149 vs 2015_0_4/77477 → CLONE
[115/2000] 2026-07-16 22:35:41 | R1 | 2015_0_4/96734 vs 2015_0_4/79014 → CLONE
[116/2000] 2026-07-16 22:35:43 | R1 | 2015_0_4/96734 vs 2015_0_4/21673 → CLONE
[117/2000] 2026-07-16 22:35:45 | R1 | 2015_0_4/96734 vs 2015_0_4/77477 → CLONE
[118/2000] 2026-07-16 22:35:46 | R1 | 2015_0_4/79014 vs 2015_0_4/21673 → CLONE
[119/2000] 2026-07-16 22:35:49 | R1 | 2015_0_4/79014 vs 2015_0_4/77477 → CLONE
[120/2000] 2026-07-16 22:35:51 | R1 | 2015_0_4/21673 vs 2015_0_4/77477 → CLONE
[121/2000] 2026-07-16 22:35:53 | R1 | 2015_1_1/127730 vs 2015_1_1/114491 → CLONE
[122/2000] 2026-07-16 22:35:55 | R1 | 2015_1_1/127730 vs 2015_1_1/125935 → CLONE
[123/2000] 2026-07-16 22:35:57 | R1 | 2015_1_1/127730 vs 2015_1_1/124925 → CLONE
[124/2000] 2026-07-16 22:36:00 | R1 | 2015_1_1/127730 vs 2015_1_1/115055 → CLONE
[125/2000] 2026-07-16 22:36:02 | R1 | 2015_1_1/114491 vs 2015_1_1/125935 → CLONE
[126/2000] 2026-07-16 22:36:04 | R1 | 2015_1_1/114491 vs 2015_1_1/124925 → CLONE
[127/2000] 2026-07-16 22:36:06 | R1 | 2015_1_1/114491 vs 2015_1_1/115055 → CLONE
[128/2000] 2026-07-16 22:36:08 | R1 | 2015_1_1/125935 vs 2015_1_1/124925 → CLONE
[129/2000] 2026-07-16 22:36:11 | R1 | 2015_1_1/125935 vs 2015_1_1/115055 → CLONE
[130/2000] 2026-07-16 22:36:13 | R1 | 2015_1_1/124925 vs 2015_1_1/115055 → CLONE
[131/2000] 2026-07-16 22:36:15 | R1 | 2016_0_1/60475 vs 2016_0_1/69477 → CLONE
[132/2000] 2026-07-16 22:36:17 | R1 | 2016_0_1/60475 vs 2016_0_1/123558 → CLONE
[133/2000] 2026-07-16 22:36:19 | R1 | 2016_0_1/60475 vs 2016_0_1/55901 → CLONE
[134/2000] 2026-07-16 22:36:21 | R1 | 2016_0_1/60475 vs 2016_0_1/72044 → CLONE
[135/2000] 2026-07-16 22:36:24 | R1 | 2016_0_1/69477 vs 2016_0_1/123558 → CLONE
[136/2000] 2026-07-16 22:36:26 | R1 | 2016_0_1/69477 vs 2016_0_1/55901 → CLONE
[137/2000] 2026-07-16 22:36:28 | R1 | 2016_0_1/69477 vs 2016_0_1/72044 → CLONE
[138/2000] 2026-07-16 22:36:30 | R1 | 2016_0_1/123558 vs 2016_0_1/55901 → CLONE
[139/2000] 2026-07-16 22:36:32 | R1 | 2016_0_1/123558 vs 2016_0_1/72044 → CLONE
[140/2000] 2026-07-16 22:36:35 | R1 | 2016_0_1/55901 vs 2016_0_1/72044 → CLONE
[141/2000] 2026-07-16 22:36:37 | R1 | 2016_0_2/68074 vs 2016_0_2/150691 → CLONE
[142/2000] 2026-07-16 22:36:39 | R1 | 2016_0_2/68074 vs 2016_0_2/125812 → CLONE
[143/2000] 2026-07-16 22:36:41 | R1 | 2016_0_2/68074 vs 2016_0_2/88861 → CLONE
[144/2000] 2026-07-16 22:36:43 | R1 | 2016_0_2/68074 vs 2016_0_2/162423 → CLONE
[145/2000] 2026-07-16 22:36:46 | R1 | 2016_0_2/150691 vs 2016_0_2/125812 → CLONE
[146/2000] 2026-07-16 22:36:48 | R1 | 2016_0_2/150691 vs 2016_0_2/88861 → CLONE
[147/2000] 2026-07-16 22:36:49 | R1 | 2016_0_2/150691 vs 2016_0_2/162423 → CLONE
[148/2000] 2026-07-16 22:36:52 | R1 | 2016_0_2/125812 vs 2016_0_2/88861 → CLONE
[149/2000] 2026-07-16 22:36:54 | R1 | 2016_0_2/125812 vs 2016_0_2/162423 → CLONE
[150/2000] 2026-07-16 22:36:56 | R1 | 2016_0_2/88861 vs 2016_0_2/162423 → CLONE
[151/2000] 2026-07-16 22:36:58 | R1 | 2016_0_4/100472 vs 2016_0_4/129913 → CLONE
[152/2000] 2026-07-16 22:37:00 | R1 | 2016_0_4/100472 vs 2016_0_4/58218 → CLONE
[153/2000] 2026-07-16 22:37:02 | R1 | 2016_0_4/100472 vs 2016_0_4/63729 → CLONE
[154/2000] 2026-07-16 22:37:04 | R1 | 2016_0_4/100472 vs 2016_0_4/138317 → CLONE
[155/2000] 2026-07-16 22:37:06 | R1 | 2016_0_4/129913 vs 2016_0_4/58218 → CLONE
[156/2000] 2026-07-16 22:37:08 | R1 | 2016_0_4/129913 vs 2016_0_4/63729 → CLONE
[157/2000] 2026-07-16 22:37:10 | R1 | 2016_0_4/129913 vs 2016_0_4/138317 → CLONE
[158/2000] 2026-07-16 22:37:13 | R1 | 2016_0_4/58218 vs 2016_0_4/63729 → CLONE
[159/2000] 2026-07-16 22:37:15 | R1 | 2016_0_4/58218 vs 2016_0_4/138317 → CLONE
[160/2000] 2026-07-16 22:37:18 | R1 | 2016_0_4/63729 vs 2016_0_4/138317 → CLONE
[161/2000] 2026-07-16 22:37:20 | R1 | 2016_1_1/1153 vs 2016_1_1/14479 → CLONE
[162/2000] 2026-07-16 22:37:22 | R1 | 2016_1_1/1153 vs 2016_1_1/8299 → CLONE
[163/2000] 2026-07-16 22:37:24 | R1 | 2016_1_1/1153 vs 2016_1_1/29796 → CLONE
[164/2000] 2026-07-16 22:37:26 | R1 | 2016_1_1/1153 vs 2016_1_1/2003 → CLONE
[165/2000] 2026-07-16 22:37:28 | R1 | 2016_1_1/14479 vs 2016_1_1/8299 → CLONE
[166/2000] 2026-07-16 22:37:30 | R1 | 2016_1_1/14479 vs 2016_1_1/29796 → CLONE
[167/2000] 2026-07-16 22:37:32 | R1 | 2016_1_1/14479 vs 2016_1_1/2003 → CLONE
[168/2000] 2026-07-16 22:37:34 | R1 | 2016_1_1/8299 vs 2016_1_1/29796 → CLONE
[169/2000] 2026-07-16 22:37:36 | R1 | 2016_1_1/8299 vs 2016_1_1/2003 → CLONE
[170/2000] 2026-07-16 22:37:38 | R1 | 2016_1_1/29796 vs 2016_1_1/2003 → CLONE
[171/2000] 2026-07-16 22:37:41 | R1 | 2016_1_2/8152 vs 2016_1_2/31984 → CLONE
[172/2000] 2026-07-16 22:37:43 | R1 | 2016_1_2/8152 vs 2016_1_2/20611 → CLONE
[173/2000] 2026-07-16 22:37:48 | R1 | 2016_1_2/8152 vs 2016_1_2/19093 → CLONE
[174/2000] 2026-07-16 22:37:51 | R1 | 2016_1_2/8152 vs 2016_1_2/30007 → CLONE
[175/2000] 2026-07-16 22:37:53 | R1 | 2016_1_2/31984 vs 2016_1_2/20611 → CLONE
[176/2000] 2026-07-16 22:37:59 | R1 | 2016_1_2/31984 vs 2016_1_2/19093 → CLONE
[177/2000] 2026-07-16 22:38:01 | R1 | 2016_1_2/31984 vs 2016_1_2/30007 → CLONE
[178/2000] 2026-07-16 22:38:07 | R1 | 2016_1_2/20611 vs 2016_1_2/19093 → CLONE
[179/2000] 2026-07-16 22:38:10 | R1 | 2016_1_2/20611 vs 2016_1_2/30007 → CLONE
[180/2000] 2026-07-16 22:38:17 | R1 | 2016_1_2/19093 vs 2016_1_2/30007 → CLONE
[181/2000] 2026-07-16 22:38:20 | R1 | 2016_2_1/197689 vs 2016_2_1/192495 → CLONE
[182/2000] 2026-07-16 22:38:22 | R1 | 2016_2_1/197689 vs 2016_2_1/187476 → CLONE
[183/2000] 2026-07-16 22:38:25 | R1 | 2016_2_1/197689 vs 2016_2_1/193269 → CLONE
[184/2000] 2026-07-16 22:38:27 | R1 | 2016_2_1/197689 vs 2016_2_1/184367 → CLONE
[185/2000] 2026-07-16 22:38:30 | R1 | 2016_2_1/192495 vs 2016_2_1/187476 → CLONE
[186/2000] 2026-07-16 22:38:32 | R1 | 2016_2_1/192495 vs 2016_2_1/193269 → CLONE
[187/2000] 2026-07-16 22:38:35 | R1 | 2016_2_1/192495 vs 2016_2_1/184367 → CLONE
[188/2000] 2026-07-16 22:38:37 | R1 | 2016_2_1/187476 vs 2016_2_1/193269 → CLONE
[189/2000] 2026-07-16 22:38:40 | R1 | 2016_2_1/187476 vs 2016_2_1/184367 → CLONE
[190/2000] 2026-07-16 22:38:43 | R1 | 2016_2_1/193269 vs 2016_2_1/184367 → CLONE
[191/2000] 2026-07-16 22:38:45 | R1 | 2016_3_1/205670 vs 2016_3_1/211583 → CLONE
[192/2000] 2026-07-16 22:38:48 | R1 | 2016_3_1/205670 vs 2016_3_1/210871 → CLONE
[193/2000] 2026-07-16 22:38:50 | R1 | 2016_3_1/205670 vs 2016_3_1/218815 → CLONE
[194/2000] 2026-07-16 22:38:52 | R1 | 2016_3_1/205670 vs 2016_3_1/207727 → CLONE
[195/2000] 2026-07-16 22:38:55 | R1 | 2016_3_1/211583 vs 2016_3_1/210871 → CLONE
[196/2000] 2026-07-16 22:38:57 | R1 | 2016_3_1/211583 vs 2016_3_1/218815 → CLONE
[197/2000] 2026-07-16 22:38:59 | R1 | 2016_3_1/211583 vs 2016_3_1/207727 → CLONE
[198/2000] 2026-07-16 22:39:02 | R1 | 2016_3_1/210871 vs 2016_3_1/218815 → CLONE
[199/2000] 2026-07-16 22:39:03 | R1 | 2016_3_1/210871 vs 2016_3_1/207727 → CLONE
[200/2000] 2026-07-16 22:39:06 | R1 | 2016_3_1/218815 vs 2016_3_1/207727 → CLONE
[201/2000] 2026-07-16 22:39:08 | R1 | 2013_0_1/84294 vs 2016_3_1/218815 → NON-CLONE
[202/2000] 2026-07-16 22:39:10 | R1 | 2013_0_1/84294 vs 2015_1_1/124925 → NON-CLONE
[203/2000] 2026-07-16 22:39:12 | R1 | 2013_0_1/84294 vs 2016_0_2/88861 → NON-CLONE
[204/2000] 2026-07-16 22:39:13 | R1 | 2013_0_1/84294 vs 2014_0_2/107403 → NON-CLONE
[205/2000] 2026-07-16 22:39:16 | R1 | 2013_0_1/58633 vs 2015_0_3/62582 → NON-CLONE
[206/2000] 2026-07-16 22:39:18 | R1 | 2013_0_1/58633 vs 2013_1_1/35305 → NON-CLONE
[207/2000] 2026-07-16 22:39:21 | R1 | 2013_0_1/58633 vs 2016_0_4/100472 → NON-CLONE
[208/2000] 2026-07-16 22:39:23 | R1 | 2013_0_1/124149 vs 2015_0_1/68106 → NON-CLONE
[209/2000] 2026-07-16 22:39:25 | R1 | 2013_0_1/124149 vs 2016_1_2/8152 → NON-CLONE
[210/2000] 2026-07-16 22:39:28 | R1 | 2013_0_1/88116 vs 2016_1_1/2003 → NON-CLONE
[211/2000] 2026-07-16 22:39:31 | R1 | 2013_0_2/95524 vs 2015_0_3/88073 → NON-CLONE
[212/2000] 2026-07-16 22:39:33 | R1 | 2013_0_2/95524 vs 2016_0_4/63729 → NON-CLONE
[213/2000] 2026-07-16 22:39:36 | R1 | 2013_0_2/95524 vs 2014_0_3/71973 → NON-CLONE
[214/2000] 2026-07-16 22:39:38 | R1 | 2013_0_2/95524 vs 2016_3_1/205670 → NON-CLONE
[215/2000] 2026-07-16 22:39:40 | R1 | 2013_0_2/44471 vs 2013_0_3/118052 → NON-CLONE
[216/2000] 2026-07-16 22:39:43 | R1 | 2013_0_2/44471 vs 2013_0_3/55548 → NON-CLONE
[217/2000] 2026-07-16 22:39:45 | R1 | 2013_0_2/44471 vs 2016_1_2/30007 → NON-CLONE
[218/2000] 2026-07-16 22:39:48 | R1 | 2013_0_2/55421 vs 2014_2_1/125050 → NON-CLONE
[219/2000] 2026-07-16 22:39:50 | R1 | 2013_0_2/55421 vs 2015_0_1/68106 → NON-CLONE
[220/2000] 2026-07-16 22:39:52 | R1 | 2013_0_2/90919 vs 2013_1_1/35305 → NON-CLONE
[221/2000] 2026-07-16 22:39:55 | R1 | 2013_0_3/55548 vs 2014_2_1/125050 → NON-CLONE
[222/2000] 2026-07-16 22:39:58 | R1 | 2013_0_3/55548 vs 2013_1_1/30610 → NON-CLONE
[223/2000] 2026-07-16 22:40:00 | R1 | 2013_0_3/55548 vs 2015_0_3/62582 → NON-CLONE
[224/2000] 2026-07-16 22:40:02 | R1 | 2013_0_3/55548 vs 2015_0_1/79967 → NON-CLONE
[225/2000] 2026-07-16 22:40:04 | R1 | 2013_0_3/94901 vs 2015_1_1/124925 → NON-CLONE
[226/2000] 2026-07-16 22:40:06 | R1 | 2013_0_3/94901 vs 2016_1_2/31984 → NON-CLONE
[227/2000] 2026-07-16 22:40:09 | R1 | 2013_0_3/94901 vs 2015_0_3/88073 → NON-CLONE
[228/2000] 2026-07-16 22:40:13 | R1 | 2013_0_3/78294 vs 2014_0_3/108079 → NON-CLONE
[229/2000] 2026-07-16 22:40:16 | R1 | 2013_0_3/78294 vs 2015_0_3/21597 → NON-CLONE
[230/2000] 2026-07-16 22:40:19 | R1 | 2013_0_3/118052 vs 2015_0_3/74464 → NON-CLONE
[231/2000] 2026-07-16 22:40:22 | R1 | 2013_1_1/35305 vs 2014_2_1/115332 → NON-CLONE
[232/2000] 2026-07-16 22:40:24 | R1 | 2013_1_1/35305 vs 2016_2_1/197689 → NON-CLONE
[233/2000] 2026-07-16 22:40:26 | R1 | 2013_1_1/35305 vs 2014_3_1/138529 → NON-CLONE
[234/2000] 2026-07-16 22:40:29 | R1 | 2013_1_1/35305 vs 2016_2_1/184367 → NON-CLONE
[235/2000] 2026-07-16 22:40:31 | R1 | 2013_1_1/30788 vs 2016_2_1/187476 → NON-CLONE
[236/2000] 2026-07-16 22:40:32 | R1 | 2013_1_1/30788 vs 2016_1_2/20611 → NON-CLONE
[237/2000] 2026-07-16 22:40:34 | R1 | 2013_1_1/30788 vs 2013_0_2/114653 → NON-CLONE
[238/2000] 2026-07-16 22:40:36 | R1 | 2013_1_1/30610 vs 2016_1_1/8299 → NON-CLONE
