Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (10000 already done, 40000 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'qwen' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5 (0 done, 10000 remaining) ---
[10001/50000] 2026-06-26 08:32:49 | R2 | InfixConverter/0_orig vs InfixConverter/0_orig → CLONE
[10088/50000] 2026-06-26 08:34:25 | R2 | InfixConverter/0_orig vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[10089/50000] 2026-06-26 08:34:26 | R2 | InfixConverter/0_orig vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[10090/50000] 2026-06-26 08:34:27 | R2 | InfixConverter/0_orig vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[10091/50000] 2026-06-26 08:34:29 | R2 | InfixConverter/0_orig vs square/0_orig → NON-CLONE
[10092/50000] 2026-06-26 08:34:30 | R2 | InfixConverter/0_orig vs square/1_artifice → NON-CLONE
[10093/50000] 2026-06-26 08:34:31 | R2 | InfixConverter/0_orig vs square/test_0_orig_no_krakatau → NON-CLONE
[10094/50000] 2026-06-26 08:34:32 | R2 | InfixConverter/0_orig vs square/test_0_orig_no_procyon → NON-CLONE
[10095/50000] 2026-06-26 08:34:33 | R2 | InfixConverter/0_orig vs square/test_0_orig_pg_krakatau → NON-CLONE
[10096/50000] 2026-06-26 08:34:34 | R2 | InfixConverter/0_orig vs square/test_0_orig_pg_procyon → NON-CLONE
[10097/50000] 2026-06-26 08:34:36 | R2 | InfixConverter/0_orig vs square/test_1_artifice_no_krakatau → NON-CLONE
[10098/50000] 2026-06-26 08:34:37 | R2 | InfixConverter/0_orig vs square/test_1_artifice_no_procyon → NON-CLONE
[10099/50000] 2026-06-26 08:34:38 | R2 | InfixConverter/0_orig vs square/test_1_artifice_pg_krakatau → NON-CLONE
[10100/50000] 2026-06-26 08:34:40 | R2 | InfixConverter/0_orig vs square/test_1_artifice_pg_procyon → NON-CLONE
[10101/50000] 2026-06-26 08:34:41 | R2 | InfixConverter/1_artifice vs InfixConverter/0_orig → CLONE
[10102/50000] 2026-06-26 08:34:43 | R2 | InfixConverter/1_artifice vs InfixConverter/1_artifice → CLONE
[10103/50000] 2026-06-26 08:34:44 | R2 | InfixConverter/1_artifice vs InfixConverter/test_0_orig_no_krakatau → CLONE
[10104/50000] 2026-06-26 08:34:45 | R2 | InfixConverter/1_artifice vs InfixConverter/test_0_orig_no_procyon → CLONE
[10105/50000] 2026-06-26 08:34:46 | R2 | InfixConverter/1_artifice vs InfixConverter/test_0_orig_pg_krakatau → CLONE
[10106/50000] 2026-06-26 08:34:47 | R2 | InfixConverter/1_artifice vs InfixConverter/test_0_orig_pg_procyon → CLONE
[10107/50000] 2026-06-26 08:34:49 | R2 | InfixConverter/1_artifice vs InfixConverter/test_1_artifice_no_krakatau → CLONE
[10108/50000] 2026-06-26 08:34:50 | R2 | InfixConverter/1_artifice vs InfixConverter/test_1_artifice_no_procyon → CLONE
[10109/50000] 2026-06-26 08:34:51 | R2 | InfixConverter/1_artifice vs InfixConverter/test_1_artifice_pg_krakatau → CLONE
[10110/50000] 2026-06-26 08:34:52 | R2 | InfixConverter/1_artifice vs InfixConverter/test_1_artifice_pg_procyon → CLONE
[10111/50000] 2026-06-26 08:34:53 | R2 | InfixConverter/1_artifice vs SqrtAlgorithm/0_orig → NON-CLONE
[10112/50000] 2026-06-26 08:34:54 | R2 | InfixConverter/1_artifice vs SqrtAlgorithm/1_artifice → NON-CLONE
[10113/50000] 2026-06-26 08:34:55 | R2 | InfixConverter/1_artifice vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[10114/50000] 2026-06-26 08:34:57 | R2 | InfixConverter/1_artifice vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[10115/50000] 2026-06-26 08:34:58 | R2 | InfixConverter/1_artifice vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[10116/50000] 2026-06-26 08:34:59 | R2 | InfixConverter/1_artifice vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[10117/50000] 2026-06-26 08:35:00 | R2 | InfixConverter/1_artifice vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[10118/50000] 2026-06-26 08:35:02 | R2 | InfixConverter/1_artifice vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[10119/50000] 2026-06-26 08:35:03 | R2 | InfixConverter/1_artifice vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[10120/50000] 2026-06-26 08:35:04 | R2 | InfixConverter/1_artifice vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[10121/50000] 2026-06-26 08:35:05 | R2 | InfixConverter/1_artifice vs bubblesort/0_orig → NON-CLONE
[10122/50000] 2026-06-26 08:35:05 | R2 | InfixConverter/1_artifice vs bubblesort/1_artifice → NON-CLONE
[10123/50000] 2026-06-26 08:35:06 | R2 | InfixConverter/1_artifice vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[10124/50000] 2026-06-26 08:35:07 | R2 | InfixConverter/1_artifice vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[10125/50000] 2026-06-26 08:35:08 | R2 | InfixConverter/1_artifice vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[10126/50000] 2026-06-26 08:35:09 | R2 | InfixConverter/1_artifice vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[10127/50000] 2026-06-26 08:35:10 | R2 | InfixConverter/1_artifice vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[10128/50000] 2026-06-26 08:35:11 | R2 | InfixConverter/1_artifice vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[10129/50000] 2026-06-26 08:35:12 | R2 | InfixConverter/1_artifice vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[10130/50000] 2026-06-26 08:35:13 | R2 | InfixConverter/1_artifice vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[10131/50000] 2026-06-26 08:35:14 | R2 | InfixConverter/1_artifice vs guessword/0_orig → NON-CLONE
[10132/50000] 2026-06-26 08:35:15 | R2 | InfixConverter/1_artifice vs guessword/1_artifice → NON-CLONE
[10133/50000] 2026-06-26 08:35:16 | R2 | InfixConverter/1_artifice vs guessword/test_0_orig_no_krakatau → NON-CLONE
[10134/50000] 2026-06-26 08:35:17 | R2 | InfixConverter/1_artifice vs guessword/test_0_orig_no_procyon → NON-CLONE
[10135/50000] 2026-06-26 08:35:18 | R2 | InfixConverter/1_artifice vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[10136/50000] 2026-06-26 08:35:19 | R2 | InfixConverter/1_artifice vs guessword/test_0_orig_pg_procyon → NON-CLONE
[10137/50000] 2026-06-26 08:35:20 | R2 | InfixConverter/1_artifice vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[10138/50000] 2026-06-26 08:35:21 | R2 | InfixConverter/1_artifice vs guessword/test_1_artifice_no_procyon → NON-CLONE
[10139/50000] 2026-06-26 08:35:22 | R2 | InfixConverter/1_artifice vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[10140/50000] 2026-06-26 08:35:23 | R2 | InfixConverter/1_artifice vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[10141/50000] 2026-06-26 08:35:24 | R2 | InfixConverter/1_artifice vs hanoi/0_orig → NON-CLONE
[10142/50000] 2026-06-26 08:35:25 | R2 | InfixConverter/1_artifice vs hanoi/1_artifice → NON-CLONE
[10143/50000] 2026-06-26 08:35:27 | R2 | InfixConverter/1_artifice vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[10144/50000] 2026-06-26 08:35:28 | R2 | InfixConverter/1_artifice vs hanoi/test_0_orig_no_procyon → NON-CLONE
[10145/50000] 2026-06-26 08:35:29 | R2 | InfixConverter/1_artifice vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[10146/50000] 2026-06-26 08:35:30 | R2 | InfixConverter/1_artifice vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[10147/50000] 2026-06-26 08:35:32 | R2 | InfixConverter/1_artifice vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[10148/50000] 2026-06-26 08:35:33 | R2 | InfixConverter/1_artifice vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[10149/50000] 2026-06-26 08:35:34 | R2 | InfixConverter/1_artifice vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[10150/50000] 2026-06-26 08:35:35 | R2 | InfixConverter/1_artifice vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[10151/50000] 2026-06-26 08:35:36 | R2 | InfixConverter/1_artifice vs kaprekar/0_orig → NON-CLONE
[10152/50000] 2026-06-26 08:35:37 | R2 | InfixConverter/1_artifice vs kaprekar/1_artifice → NON-CLONE
[10153/50000] 2026-06-26 08:35:38 | R2 | InfixConverter/1_artifice vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[10154/50000] 2026-06-26 08:35:40 | R2 | InfixConverter/1_artifice vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[10155/50000] 2026-06-26 08:35:40 | R2 | InfixConverter/1_artifice vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[10156/50000] 2026-06-26 08:35:41 | R2 | InfixConverter/1_artifice vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[10157/50000] 2026-06-26 08:35:42 | R2 | InfixConverter/1_artifice vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[10158/50000] 2026-06-26 08:35:43 | R2 | InfixConverter/1_artifice vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[10159/50000] 2026-06-26 08:35:44 | R2 | InfixConverter/1_artifice vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[10160/50000] 2026-06-26 08:35:45 | R2 | InfixConverter/1_artifice vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[10161/50000] 2026-06-26 08:35:46 | R2 | InfixConverter/1_artifice vs queens/0_orig → NON-CLONE
[10162/50000] 2026-06-26 08:35:47 | R2 | InfixConverter/1_artifice vs queens/1_artifice → NON-CLONE
[10163/50000] 2026-06-26 08:35:48 | R2 | InfixConverter/1_artifice vs queens/test_0_orig_no_krakatau → NON-CLONE
[10164/50000] 2026-06-26 08:35:49 | R2 | InfixConverter/1_artifice vs queens/test_0_orig_no_procyon → NON-CLONE
[10165/50000] 2026-06-26 08:35:49 | R2 | InfixConverter/1_artifice vs queens/test_0_orig_pg_krakatau → NON-CLONE
[10166/50000] 2026-06-26 08:35:50 | R2 | InfixConverter/1_artifice vs queens/test_0_orig_pg_procyon → NON-CLONE
[10167/50000] 2026-06-26 08:35:51 | R2 | InfixConverter/1_artifice vs queens/test_1_artifice_no_krakatau → NON-CLONE
[10168/50000] 2026-06-26 08:35:52 | R2 | InfixConverter/1_artifice vs queens/test_1_artifice_no_procyon → NON-CLONE
[10169/50000] 2026-06-26 08:35:53 | R2 | InfixConverter/1_artifice vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[10170/50000] 2026-06-26 08:35:54 | R2 | InfixConverter/1_artifice vs queens/test_1_artifice_pg_procyon → NON-CLONE
[10171/50000] 2026-06-26 08:35:55 | R2 | InfixConverter/1_artifice vs railroadcar/0_orig → NON-CLONE
[10172/50000] 2026-06-26 08:35:56 | R2 | InfixConverter/1_artifice vs railroadcar/1_artifice → NON-CLONE
[10173/50000] 2026-06-26 08:35:57 | R2 | InfixConverter/1_artifice vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[10174/50000] 2026-06-26 08:35:58 | R2 | InfixConverter/1_artifice vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[10175/50000] 2026-06-26 08:35:59 | R2 | InfixConverter/1_artifice vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[10176/50000] 2026-06-26 08:36:00 | R2 | InfixConverter/1_artifice vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[10177/50000] 2026-06-26 08:36:00 | R2 | InfixConverter/1_artifice vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[10178/50000] 2026-06-26 08:36:01 | R2 | InfixConverter/1_artifice vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[10179/50000] 2026-06-26 08:36:02 | R2 | InfixConverter/1_artifice vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[10180/50000] 2026-06-26 08:36:03 | R2 | InfixConverter/1_artifice vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[10181/50000] 2026-06-26 08:36:04 | R2 | InfixConverter/1_artifice vs slinkedlist/0_orig → NON-CLONE
[10182/50000] 2026-06-26 08:36:06 | R2 | InfixConverter/1_artifice vs slinkedlist/1_artifice → NON-CLONE
[10183/50000] 2026-06-26 08:36:07 | R2 | InfixConverter/1_artifice vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[10184/50000] 2026-06-26 08:36:08 | R2 | InfixConverter/1_artifice vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[10185/50000] 2026-06-26 08:36:09 | R2 | InfixConverter/1_artifice vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[10186/50000] 2026-06-26 08:36:10 | R2 | InfixConverter/1_artifice vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[10187/50000] 2026-06-26 08:36:11 | R2 | InfixConverter/1_artifice vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[10188/50000] 2026-06-26 08:36:12 | R2 | InfixConverter/1_artifice vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[10189/50000] 2026-06-26 08:36:13 | R2 | InfixConverter/1_artifice vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[10190/50000] 2026-06-26 08:36:14 | R2 | InfixConverter/1_artifice vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[10191/50000] 2026-06-26 08:36:15 | R2 | InfixConverter/1_artifice vs square/0_orig → NON-CLONE
[10192/50000] 2026-06-26 08:36:16 | R2 | InfixConverter/1_artifice vs square/1_artifice → NON-CLONE
[10193/50000] 2026-06-26 08:36:17 | R2 | InfixConverter/1_artifice vs square/test_0_orig_no_krakatau → NON-CLONE
[10194/50000] 2026-06-26 08:36:18 | R2 | InfixConverter/1_artifice vs square/test_0_orig_no_procyon → NON-CLONE
[10195/50000] 2026-06-26 08:36:19 | R2 | InfixConverter/1_artifice vs square/test_0_orig_pg_krakatau → NON-CLONE
[10196/50000] 2026-06-26 08:36:20 | R2 | InfixConverter/1_artifice vs square/test_0_orig_pg_procyon → NON-CLONE
[10197/50000] 2026-06-26 08:36:22 | R2 | InfixConverter/1_artifice vs square/test_1_artifice_no_krakatau → NON-CLONE
[10198/50000] 2026-06-26 08:36:23 | R2 | InfixConverter/1_artifice vs square/test_1_artifice_no_procyon → NON-CLONE
[10199/50000] 2026-06-26 08:36:24 | R2 | InfixConverter/1_artifice vs square/test_1_artifice_pg_krakatau → NON-CLONE
[10200/50000] 2026-06-26 08:36:25 | R2 | InfixConverter/1_artifice vs square/test_1_artifice_pg_procyon → NON-CLONE
[10201/50000] 2026-06-26 08:36:26 | R2 | InfixConverter/test_0_orig_no_krakatau vs InfixConverter/0_orig → CLONE
[10202/50000] 2026-06-26 08:36:27 | R2 | InfixConverter/test_0_orig_no_krakatau vs InfixConverter/1_artifice → CLONE
[10203/50000] 2026-06-26 08:36:29 | R2 | InfixConverter/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_no_krakatau → CLONE
