file_id,problem,lan,file,lines
99642,2016_0_4,java,CJ2.java,130
135114,2016_0_4,cpp,D.cpp,50
90060,2016_0_4,cpp,main.cpp,74
45917,2016_0_4,cpp,pd.cpp,149
63570,2016_0_4,py,Fractiles.py,32
158305,2016_0_4,py,D.py,43
142083,2016_0_4,py,D.py,40
80717,2016_0_4,php,2016_q_d.php,61
139021,2016_0_4,php,fractiles.php,137
37736,2016_0_4,php,fractiles.php,40
15819,2016_1_1,java,TheLastWord.java,45
28201,2016_1_1,java,Problem1.java,104
22113,2016_1_1,java,Main2016TheLastWord.java,49
15421,2016_1_1,cpp,A.cpp,47
31768,2016_1_1,cpp,tp.cpp,31
20829,2016_1_1,cpp,1.cpp,79
3308,2016_1_1,py,A-last-word.py,31
33316,2016_1_1,py,A.py,64
14703,2016_1_1,py,last_word.py,24
3735,2016_1_1,php,last-word.php,17
18665,2016_1_1,php,the_last_word.php,43
4557,2016_1_1,php,theLastWord.php,44
23627,2016_1_2,java,RankandFile.java,57
26561,2016_1_2,java,GCJ20161ABRankAndFile.java,107
21848,2016_1_2,java,RankAndFile.java,68
7905,2016_1_2,cpp,B.cpp,25
22827,2016_1_2,cpp,Rank And File.cpp,39
26565,2016_1_2,cpp,b.cpp,42
30453,2016_1_2,py,rank.py,23
14745,2016_1_2,py,B.py,38
7956,2016_1_2,py,solution.py,27
22155,2016_1_2,php,A.php,26
21265,2016_1_2,php,codejam1b.php,39
19133,2016_1_2,php,2016-1A-B.php,42
201276,2016_2_1,java,Problem1.java,151
180026,2016_2_1,java,ProbA.java,55
193929,2016_2_1,java,GettingDigits.java,190
194349,2016_2_1,cpp,smalla.cpp,88
186531,2016_2_1,cpp,cj1b1.cpp,153
179503,2016_2_1,cpp,a.cpp,78
185295,2016_2_1,py,2016 1A - Getting The Digits.py,101
196651,2016_2_1,py,a_solve.py,18
182378,2016_2_1,py,a.py,94
198100,2016_2_1,php,phoneNumberProgram.php,177
193717,2016_2_1,php,A.php,41
200006,2016_2_1,php,1.php,149
