pair_id,label,file1,file2,lang1,lang2,problem1,problem2
68,1,140281.java,132142.cpp,java,cpp,2014_3_1,2014_3_1
69,1,132142.cpp,143074.py,cpp,py,2014_3_1,2014_3_1
70,1,143074.py,132975.php,py,php,2014_3_1,2014_3_1
71,1,132975.php,140281.java,php,java,2014_3_1,2014_3_1
72,1,47939.java,44230.cpp,java,cpp,2015_0_1,2015_0_1
73,1,44230.cpp,106809.py,cpp,py,2015_0_1,2015_0_1
74,1,106809.py,25955.php,py,php,2015_0_1,2015_0_1
75,1,25955.php,47939.java,php,java,2015_0_1,2015_0_1
76,1,43660.java,64620.cpp,java,cpp,2015_0_1,2015_0_1
77,1,64620.cpp,86599.py,cpp,py,2015_0_1,2015_0_1
78,1,86599.py,28465.php,py,php,2015_0_1,2015_0_1
79,1,28465.php,43660.java,php,java,2015_0_1,2015_0_1
80,1,100718.java,65110.cpp,java,cpp,2015_0_1,2015_0_1
81,1,65110.cpp,60803.py,cpp,py,2015_0_1,2015_0_1
82,1,60803.py,96593.php,py,php,2015_0_1,2015_0_1
83,1,96593.php,100718.java,php,java,2015_0_1,2015_0_1
84,1,91000.java,96440.cpp,java,cpp,2015_0_2,2015_0_2
85,1,96440.cpp,36519.py,cpp,py,2015_0_2,2015_0_2
86,1,36519.py,103402.php,py,php,2015_0_2,2015_0_2
87,1,103402.php,91000.java,php,java,2015_0_2,2015_0_2
88,1,21812.java,88257.cpp,java,cpp,2015_0_2,2015_0_2
89,1,88257.cpp,81081.py,cpp,py,2015_0_2,2015_0_2
90,1,81081.py,102321.php,py,php,2015_0_2,2015_0_2
91,1,102321.php,21812.java,php,java,2015_0_2,2015_0_2
92,1,40957.java,38840.cpp,java,cpp,2015_0_2,2015_0_2
93,1,38840.cpp,100159.py,cpp,py,2015_0_2,2015_0_2
94,1,100159.py,55775.php,py,php,2015_0_2,2015_0_2
95,1,55775.php,40957.java,php,java,2015_0_2,2015_0_2
96,1,42051.java,41900.cpp,java,cpp,2015_0_3,2015_0_3
97,1,41900.cpp,103585.py,cpp,py,2015_0_3,2015_0_3
98,1,103585.py,19800.php,py,php,2015_0_3,2015_0_3
99,1,19800.php,42051.java,php,java,2015_0_3,2015_0_3
100,1,47513.java,49764.cpp,java,cpp,2015_0_3,2015_0_3
101,1,49764.cpp,103774.py,cpp,py,2015_0_3,2015_0_3
102,1,103774.py,102323.php,py,php,2015_0_3,2015_0_3
103,1,102323.php,47513.java,php,java,2015_0_3,2015_0_3
104,1,96608.java,23036.cpp,java,cpp,2015_0_3,2015_0_3
105,1,23036.cpp,72742.py,cpp,py,2015_0_3,2015_0_3
106,1,72742.py,18309.php,py,php,2015_0_3,2015_0_3
107,1,18309.php,96608.java,php,java,2015_0_3,2015_0_3
108,1,86262.java,63026.cpp,java,cpp,2015_0_4,2015_0_4
109,1,63026.cpp,57828.py,cpp,py,2015_0_4,2015_0_4
110,1,57828.py,68310.php,py,php,2015_0_4,2015_0_4
111,1,68310.php,86262.java,php,java,2015_0_4,2015_0_4
112,1,30398.java,86932.cpp,java,cpp,2015_0_4,2015_0_4
113,1,86932.cpp,94256.py,cpp,py,2015_0_4,2015_0_4
114,1,94256.py,19708.php,py,php,2015_0_4,2015_0_4
115,1,19708.php,30398.java,php,java,2015_0_4,2015_0_4
116,1,29877.java,60776.cpp,java,cpp,2015_0_4,2015_0_4
117,1,60776.cpp,74018.py,cpp,py,2015_0_4,2015_0_4
118,1,74018.py,78114.php,py,php,2015_0_4,2015_0_4
119,1,78114.php,29877.java,php,java,2015_0_4,2015_0_4
120,1,112276.java,111086.cpp,java,cpp,2015_1_1,2015_1_1
121,1,111086.cpp,117734.py,cpp,py,2015_1_1,2015_1_1
122,1,117734.py,122934.php,py,php,2015_1_1,2015_1_1
123,1,122934.php,112276.java,php,java,2015_1_1,2015_1_1
124,1,118030.java,122263.cpp,java,cpp,2015_1_1,2015_1_1
125,1,122263.cpp,124602.py,cpp,py,2015_1_1,2015_1_1
126,1,124602.py,111264.php,py,php,2015_1_1,2015_1_1
127,1,111264.php,118030.java,php,java,2015_1_1,2015_1_1
128,1,112898.java,111866.cpp,java,cpp,2015_1_1,2015_1_1
129,1,111866.cpp,111647.py,cpp,py,2015_1_1,2015_1_1
130,1,111647.py,121770.php,py,php,2015_1_1,2015_1_1
131,1,121770.php,112898.java,php,java,2015_1_1,2015_1_1
132,1,76319.java,65647.cpp,java,cpp,2016_0_1,2016_0_1
133,1,65647.cpp,94639.py,cpp,py,2016_0_1,2016_0_1
134,1,94639.py,48618.php,py,php,2016_0_1,2016_0_1
135,1,48618.php,76319.java,php,java,2016_0_1,2016_0_1
136,1,117099.java,134225.cpp,java,cpp,2016_0_1,2016_0_1
137,1,134225.cpp,88781.py,cpp,py,2016_0_1,2016_0_1
138,1,88781.py,39027.php,py,php,2016_0_1,2016_0_1
139,1,39027.php,117099.java,php,java,2016_0_1,2016_0_1
140,1,100898.java,143909.cpp,java,cpp,2016_0_1,2016_0_1
141,1,143909.cpp,71388.py,cpp,py,2016_0_1,2016_0_1
142,1,71388.py,113708.php,py,php,2016_0_1,2016_0_1
143,1,113708.php,100898.java,php,java,2016_0_1,2016_0_1
144,1,136626.java,135114.cpp,java,cpp,2016_0_4,2016_0_4
145,1,135114.cpp,63570.py,cpp,py,2016_0_4,2016_0_4
146,1,63570.py,80717.php,py,php,2016_0_4,2016_0_4
147,1,80717.php,136626.java,php,java,2016_0_4,2016_0_4
148,1,125922.java,90060.cpp,java,cpp,2016_0_4,2016_0_4
149,1,90060.cpp,158305.py,cpp,py,2016_0_4,2016_0_4
150,1,158305.py,139021.php,py,php,2016_0_4,2016_0_4
151,1,139021.php,125922.java,php,java,2016_0_4,2016_0_4
152,1,99642.java,45917.cpp,java,cpp,2016_0_4,2016_0_4
153,1,45917.cpp,142083.py,cpp,py,2016_0_4,2016_0_4
154,1,142083.py,37736.php,py,php,2016_0_4,2016_0_4
155,1,37736.php,99642.java,php,java,2016_0_4,2016_0_4
156,1,15819.java,15421.cpp,java,cpp,2016_1_1,2016_1_1
157,1,15421.cpp,3308.py,cpp,py,2016_1_1,2016_1_1
158,1,3308.py,3735.php,py,php,2016_1_1,2016_1_1
159,1,3735.php,15819.java,php,java,2016_1_1,2016_1_1
160,1,28201.java,31768.cpp,java,cpp,2016_1_1,2016_1_1
161,1,31768.cpp,33316.py,cpp,py,2016_1_1,2016_1_1
162,1,33316.py,18665.php,py,php,2016_1_1,2016_1_1
163,1,18665.php,28201.java,php,java,2016_1_1,2016_1_1
164,1,22113.java,20829.cpp,java,cpp,2016_1_1,2016_1_1
165,1,20829.cpp,14703.py,cpp,py,2016_1_1,2016_1_1
166,1,14703.py,4557.php,py,php,2016_1_1,2016_1_1
167,1,4557.php,22113.java,php,java,2016_1_1,2016_1_1
168,1,23627.java,7905.cpp,java,cpp,2016_1_2,2016_1_2
169,1,7905.cpp,30453.py,cpp,py,2016_1_2,2016_1_2
170,1,30453.py,22155.php,py,php,2016_1_2,2016_1_2
171,1,22155.php,23627.java,php,java,2016_1_2,2016_1_2
172,1,26561.java,22827.cpp,java,cpp,2016_1_2,2016_1_2
173,1,22827.cpp,14745.py,cpp,py,2016_1_2,2016_1_2
174,1,14745.py,21265.php,py,php,2016_1_2,2016_1_2
175,1,21265.php,26561.java,php,java,2016_1_2,2016_1_2
176,1,21848.java,26565.cpp,java,cpp,2016_1_2,2016_1_2
177,1,26565.cpp,7956.py,cpp,py,2016_1_2,2016_1_2
178,1,7956.py,19133.php,py,php,2016_1_2,2016_1_2
179,1,19133.php,21848.java,php,java,2016_1_2,2016_1_2
180,1,201276.java,194349.cpp,java,cpp,2016_2_1,2016_2_1
181,1,194349.cpp,185295.py,cpp,py,2016_2_1,2016_2_1
182,1,185295.py,198100.php,py,php,2016_2_1,2016_2_1
183,1,198100.php,201276.java,php,java,2016_2_1,2016_2_1
184,1,180026.java,186531.cpp,java,cpp,2016_2_1,2016_2_1
185,1,186531.cpp,196651.py,cpp,py,2016_2_1,2016_2_1
186,1,196651.py,193717.php,py,php,2016_2_1,2016_2_1
187,1,193717.php,180026.java,php,java,2016_2_1,2016_2_1
188,1,193929.java,179503.cpp,java,cpp,2016_2_1,2016_2_1
189,1,179503.cpp,182378.py,cpp,py,2016_2_1,2016_2_1
190,1,182378.py,200006.php,py,php,2016_2_1,2016_2_1
191,1,200006.php,193929.java,php,java,2016_2_1,2016_2_1
192,0,103399.java,96440.cpp,java,cpp,2013_0_1,2015_0_2
193,0,49244.java,186531.cpp,java,cpp,2013_0_1,2016_2_1
194,0,126886.java,45917.cpp,java,cpp,2013_0_1,2016_0_4
195,0,99825.cpp,23627.java,cpp,java,2013_0_1,2016_1_2
196,0,98087.cpp,135560.java,cpp,java,2013_0_1,2014_3_1
197,0,72071.cpp,103774.py,cpp,py,2013_0_1,2015_0_3
198,0,125888.py,114208.php,py,php,2013_0_1,2014_2_1
199,0,91336.py,42051.java,py,java,2013_0_1,2015_0_3
200,0,70537.py,49764.cpp,py,cpp,2013_0_1,2015_0_3
201,0,84842.php,28201.java,php,java,2013_0_1,2016_1_1
202,0,102913.php,135114.cpp,php,cpp,2013_0_1,2016_0_4
203,0,127485.php,100898.java,php,java,2013_0_1,2016_0_1
204,0,95524.java,38840.cpp,java,cpp,2013_0_2,2015_0_2
205,0,44471.java,114208.php,java,php,2013_0_2,2014_2_1
206,0,55421.java,196651.py,java,py,2013_0_2,2016_2_1
207,0,83774.cpp,201276.java,cpp,java,2013_0_2,2016_2_1
208,0,140779.cpp,30519.py,cpp,py,2013_0_2,2013_1_1
209,0,91409.cpp,102207.py,cpp,py,2013_0_2,2013_0_3
210,0,78034.py,129296.java,py,java,2013_0_2,2014_2_1
211,0,122219.py,138308.cpp,py,cpp,2013_0_2,2014_3_1
212,0,85165.py,134611.cpp,py,cpp,2013_0_2,2014_3_1
213,0,71957.php,15819.java,php,java,2013_0_2,2016_1_1
214,0,96711.php,51164.py,php,py,2013_0_2,2013_0_3
215,0,68303.php,71388.py,php,py,2013_0_2,2016_0_1
216,0,108834.java,39027.php,java,php,2013_0_3,2016_0_1
217,0,59317.java,26565.cpp,java,cpp,2013_0_3,2016_1_2
218,0,74156.java,49764.cpp,java,cpp,2013_0_3,2015_0_3
219,0,102625.cpp,126886.java,cpp,java,2013_0_3,2013_0_1
220,0,81195.cpp,131873.java,cpp,java,2013_0_3,2014_2_1
221,0,53348.cpp,72742.py,cpp,py,2013_0_3,2015_0_3
222,0,102207.py,122934.php,py,php,2013_0_3,2015_1_1
223,0,51164.py,129296.java,py,java,2013_0_3,2014_2_1
224,0,70289.py,63026.cpp,py,cpp,2013_0_3,2015_0_4
225,0,89287.php,15421.cpp,php,cpp,2013_0_3,2016_1_1
226,0,92037.php,134611.cpp,php,cpp,2013_0_3,2014_3_1
227,0,132829.php,14703.py,php,py,2013_0_3,2016_1_1
228,0,42047.java,99825.cpp,java,cpp,2013_1_1,2013_0_1
229,0,30835.java,103774.py,java,py,2013_1_1,2015_0_3
230,0,32414.java,179503.cpp,java,cpp,2013_1_1,2016_2_1
231,0,28766.cpp,47939.java,cpp,java,2013_1_1,2015_0_1
232,0,30228.cpp,185295.py,cpp,py,2013_1_1,2016_2_1
233,0,30618.cpp,115757.java,cpp,java,2013_1_1,2014_2_1
234,0,37029.py,86932.cpp,py,cpp,2013_1_1,2015_0_4
235,0,32497.py,194349.cpp,py,cpp,2013_1_1,2016_2_1
236,0,30519.py,65110.cpp,py,cpp,2013_1_1,2015_0_1
237,0,34507.php,138308.cpp,php,cpp,2013_1_1,2014_3_1
238,0,39026.php,143909.cpp,php,cpp,2013_1_1,2016_0_1
239,0,31779.php,132142.cpp,php,cpp,2013_1_1,2014_3_1
240,0,115757.java,99825.cpp,java,cpp,2014_2_1,2013_0_1
241,0,129296.java,122263.cpp,java,cpp,2014_2_1,2015_1_1
242,0,131873.java,19133.php,java,php,2014_2_1,2016_1_2
243,0,131278.cpp,91336.py,cpp,py,2014_2_1,2013_0_1
244,0,119165.cpp,30835.java,cpp,java,2014_2_1,2013_1_1
245,0,118489.cpp,100898.java,cpp,java,2014_2_1,2016_0_1
246,0,128920.py,68310.php,py,php,2014_2_1,2015_0_4
247,0,118416.py,102321.php,py,php,2014_2_1,2015_0_2
248,0,121201.py,91409.cpp,py,cpp,2014_2_1,2013_0_2
249,0,118754.php,81081.py,php,py,2014_2_1,2015_0_2
250,0,116147.php,74156.java,php,java,2014_2_1,2013_0_3
251,0,114208.php,102625.cpp,php,cpp,2014_2_1,2013_0_3
252,0,135560.java,21265.php,java,php,2014_3_1,2016_1_2
253,0,138333.java,68303.php,java,php,2014_3_1,2013_0_2
254,0,140281.java,30519.py,java,py,2014_3_1,2013_1_1
255,0,138308.cpp,30519.py,cpp,py,2014_3_1,2013_1_1
256,0,134611.cpp,14745.py,cpp,py,2014_3_1,2016_1_2
257,0,132142.cpp,118754.php,cpp,php,2014_3_1,2014_2_1
258,0,139209.py,49764.cpp,py,cpp,2014_3_1,2015_0_3
259,0,139370.py,15819.java,py,java,2014_3_1,2016_1_1
260,0,143074.py,91000.java,py,java,2014_3_1,2015_0_2
261,0,142092.php,106809.py,php,py,2014_3_1,2015_0_1
262,0,134295.php,94256.py,php,py,2014_3_1,2015_0_4
263,0,132975.php,135114.cpp,php,cpp,2014_3_1,2016_0_4
264,0,47939.java,71388.py,java,py,2015_0_1,2016_0_1
265,0,43660.java,33316.py,java,py,2015_0_1,2016_1_1
266,0,100718.java,198100.php,java,php,2015_0_1,2016_2_1
267,0,44230.cpp,18665.php,cpp,php,2015_0_1,2016_1_1
268,0,64620.cpp,37029.py,cpp,py,2015_0_1,2013_1_1
269,0,65110.cpp,42051.java,cpp,java,2015_0_1,2015_0_3
270,0,106809.py,96440.cpp,py,cpp,2015_0_1,2015_0_2
271,0,86599.py,96711.php,py,php,2015_0_1,2013_0_2
272,0,60803.py,111866.cpp,py,cpp,2015_0_1,2015_1_1
273,0,25955.php,72071.cpp,php,cpp,2015_0_1,2013_0_1
274,0,28465.php,88257.cpp,php,cpp,2015_0_1,2015_0_2
275,0,96593.php,40957.java,php,java,2015_0_1,2015_0_2
276,0,91000.java,98087.cpp,java,cpp,2015_0_2,2013_0_1
277,0,21812.java,102625.cpp,java,cpp,2015_0_2,2013_0_3
278,0,40957.java,71957.php,java,php,2015_0_2,2013_0_2
279,0,96440.cpp,86599.py,cpp,py,2015_0_2,2015_0_1
280,0,88257.cpp,68303.php,cpp,php,2015_0_2,2013_0_2
281,0,38840.cpp,127485.php,cpp,php,2015_0_2,2013_0_1
282,0,36519.py,111086.cpp,py,cpp,2015_0_2,2015_1_1
283,0,81081.py,108834.java,py,java,2015_0_2,2013_0_3
284,0,100159.py,179503.cpp,py,cpp,2015_0_2,2016_2_1
285,0,103402.php,106809.py,php,py,2015_0_2,2015_0_1
286,0,102321.php,72742.py,php,py,2015_0_2,2015_0_3
287,0,55775.php,14745.py,php,py,2015_0_2,2016_1_2
288,0,42051.java,44230.cpp,java,cpp,2015_0_3,2015_0_1
289,0,47513.java,34507.php,java,php,2015_0_3,2013_1_1
290,0,96608.java,14745.py,java,py,2015_0_3,2016_1_2
291,0,41900.cpp,96593.php,cpp,php,2015_0_3,2015_0_1
292,0,49764.cpp,14745.py,cpp,py,2015_0_3,2016_1_2
293,0,23036.cpp,142083.py,cpp,py,2015_0_3,2016_0_4
294,0,103585.py,138308.cpp,py,cpp,2015_0_3,2014_3_1
295,0,103774.py,89287.php,py,php,2015_0_3,2013_0_3
296,0,72742.py,89287.php,py,php,2015_0_3,2013_0_3
297,0,19800.php,22113.java,php,java,2015_0_3,2016_1_1
298,0,102323.php,76319.java,php,java,2015_0_3,2016_0_1
299,0,18309.php,15819.java,php,java,2015_0_3,2016_1_1
300,0,86262.java,80717.php,java,php,2015_0_4,2016_0_4
301,0,30398.java,26565.cpp,java,cpp,2015_0_4,2016_1_2
302,0,29877.java,122219.py,java,py,2015_0_4,2013_0_2
303,0,63026.cpp,92037.php,cpp,php,2015_0_4,2013_0_3
304,0,86932.cpp,71957.php,cpp,php,2015_0_4,2013_0_2
305,0,60776.cpp,158305.py,cpp,py,2015_0_4,2016_0_4
306,0,57828.py,111866.cpp,py,cpp,2015_0_4,2015_1_1
307,0,94256.py,42047.java,py,java,2015_0_4,2013_1_1
308,0,74018.py,91000.java,py,java,2015_0_4,2015_0_2
309,0,68310.php,134611.cpp,php,cpp,2015_0_4,2014_3_1
310,0,19708.php,138308.cpp,php,cpp,2015_0_4,2014_3_1
311,0,78114.php,3308.py,php,py,2015_0_4,2016_1_1
312,0,112276.java,31779.php,java,php,2015_1_1,2013_1_1
313,0,118030.java,15421.cpp,java,cpp,2015_1_1,2016_1_1
314,0,112898.java,134611.cpp,java,cpp,2015_1_1,2014_3_1
315,0,111086.cpp,55775.php,cpp,php,2015_1_1,2015_0_2
316,0,122263.cpp,26561.java,cpp,java,2015_1_1,2016_1_2
317,0,111866.cpp,91000.java,cpp,java,2015_1_1,2015_0_2
318,0,117734.py,59317.java,py,java,2015_1_1,2013_0_3
319,0,124602.py,20829.cpp,py,cpp,2015_1_1,2016_1_1
320,0,111647.py,92037.php,py,php,2015_1_1,2013_0_3
321,0,122934.php,83774.cpp,php,cpp,2015_1_1,2013_0_2
322,0,111264.php,99825.cpp,php,cpp,2015_1_1,2013_0_1
323,0,121770.php,53348.cpp,php,cpp,2015_1_1,2013_0_3
324,0,76319.java,25955.php,java,php,2016_0_1,2015_0_1
325,0,117099.java,118754.php,java,php,2016_0_1,2014_2_1
326,0,100898.java,142083.py,java,py,2016_0_1,2016_0_4
327,0,65647.cpp,21265.php,cpp,php,2016_0_1,2016_1_2
328,0,134225.cpp,22155.php,cpp,php,2016_0_1,2016_1_2
329,0,143909.cpp,47939.java,cpp,java,2016_0_1,2015_0_1
330,0,94639.py,135114.cpp,py,cpp,2016_0_1,2016_0_4
331,0,88781.py,71957.php,py,php,2016_0_1,2013_0_2
332,0,71388.py,118754.php,py,php,2016_0_1,2014_2_1
333,0,48618.php,124602.py,php,py,2016_0_1,2015_1_1
334,0,39027.php,103399.java,php,java,2016_0_1,2013_0_1
335,0,113708.php,136626.java,php,java,2016_0_1,2016_0_4
336,0,136626.java,81081.py,java,py,2016_0_4,2015_0_2
337,0,125922.java,4557.php,java,php,2016_0_4,2016_1_1
338,0,99642.java,49764.cpp,java,cpp,2016_0_4,2015_0_3
339,0,135114.cpp,15819.java,cpp,java,2016_0_4,2016_1_1
340,0,90060.cpp,21265.php,cpp,php,2016_0_4,2016_1_2
341,0,45917.cpp,128920.py,cpp,py,2016_0_4,2014_2_1
342,0,63570.py,138308.cpp,py,cpp,2016_0_4,2014_3_1
343,0,158305.py,41900.cpp,py,cpp,2016_0_4,2015_0_3
344,0,142083.py,43660.java,py,java,2016_0_4,2015_0_1
345,0,80717.php,91409.cpp,php,cpp,2016_0_4,2013_0_2
346,0,139021.php,78034.py,php,py,2016_0_4,2013_0_2
347,0,37736.php,72742.py,php,py,2016_0_4,2015_0_3
348,0,15819.java,85165.py,java,py,2016_1_1,2013_0_2
349,0,28201.java,78034.py,java,py,2016_1_1,2013_0_2
350,0,22113.java,7956.py,java,py,2016_1_1,2016_1_2
351,0,15421.cpp,193929.java,cpp,java,2016_1_1,2016_2_1
352,0,31768.cpp,118416.py,cpp,py,2016_1_1,2014_2_1
353,0,20829.cpp,85165.py,cpp,py,2016_1_1,2013_0_2
354,0,3308.py,186531.cpp,py,cpp,2016_1_1,2016_2_1
355,0,33316.py,74156.java,py,java,2016_1_1,2013_0_3
356,0,14703.py,140281.java,py,java,2016_1_1,2014_3_1
357,0,3735.php,85165.py,php,py,2016_1_1,2013_0_2
358,0,18665.php,85165.py,php,py,2016_1_1,2013_0_2
359,0,4557.php,106809.py,php,py,2016_1_1,2015_0_1
360,0,23627.java,88781.py,java,py,2016_1_2,2016_0_1
361,0,26561.java,37029.py,java,py,2016_1_2,2013_1_1
362,0,21848.java,96440.cpp,java,cpp,2016_1_2,2015_0_2
363,0,7905.cpp,44471.java,cpp,java,2016_1_2,2013_0_2
364,0,22827.cpp,74156.java,cpp,java,2016_1_2,2013_0_3
365,0,26565.cpp,113708.php,cpp,php,2016_1_2,2016_0_1
366,0,30453.py,193717.php,py,php,2016_1_2,2016_2_1
367,0,14745.py,18309.php,py,php,2016_1_2,2015_0_3
368,0,7956.py,96440.cpp,py,cpp,2016_1_2,2015_0_2
369,0,22155.php,139370.py,php,py,2016_1_2,2014_3_1
370,0,21265.php,72742.py,php,py,2016_1_2,2015_0_3
371,0,19133.php,86599.py,php,py,2016_1_2,2015_0_1
372,0,201276.java,81081.py,java,py,2016_2_1,2015_0_2
373,0,180026.java,143909.cpp,java,cpp,2016_2_1,2016_0_1
374,0,193929.java,34507.php,java,php,2016_2_1,2013_1_1
375,0,194349.cpp,103774.py,cpp,py,2016_2_1,2015_0_3
376,0,186531.cpp,15819.java,cpp,java,2016_2_1,2016_1_1
377,0,179503.cpp,18309.php,cpp,php,2016_2_1,2015_0_3
378,0,185295.py,108834.java,py,java,2016_2_1,2013_0_3
379,0,196651.py,126886.java,py,java,2016_2_1,2013_0_1
380,0,182378.py,15819.java,py,java,2016_2_1,2016_1_1
381,0,198100.php,51164.py,php,py,2016_2_1,2013_0_3
382,0,193717.php,108834.java,php,java,2016_2_1,2013_0_3
383,0,200006.php,47939.java,php,java,2016_2_1,2015_0_1
